n,phase,prover,n_reps,ok,wall_s_mean,wall_s_min,wall_s_max,wall_s_stdev,cpu_total_s_mean,cpu_total_s_min,cpu_total_s_max,cpu_total_s_stdev,cpu_user_s_mean,cpu_user_s_min,cpu_user_s_max,cpu_user_s_stdev,cpu_sys_s_mean,cpu_sys_s_min,cpu_sys_s_max,cpu_sys_s_stdev,rss_peak_bytes_mean,rss_peak_bytes_min,rss_peak_bytes_max,rss_peak_bytes_stdev,io_read_bytes_mean,io_read_bytes_min,io_read_bytes_max,io_read_bytes_stdev,io_write_bytes_mean,io_write_bytes_min,io_write_bytes_max,io_write_bytes_stdev,io_rchar_bytes_mean,io_rchar_bytes_min,io_rchar_bytes_max,io_rchar_bytes_stdev,io_wchar_bytes_mean,io_wchar_bytes_min,io_wchar_bytes_max,io_wchar_bytes_stdev,sys_cpu_iowait_s_mean,sys_cpu_iowait_s_min,sys_cpu_iowait_s_max,sys_cpu_iowait_s_stdev,cpu_pct_of_core
1,env,,1,True,57.93423561999862,57.93423561999862,57.93423561999862,0.0,41.491759,41.491759,41.491759,0.0,30.652982,30.652982,30.652982,0.0,10.838777,10.838777,10.838777,0.0,299905024.0,299905024.0,299905024.0,0.0,57233408.0,57233408.0,57233408.0,0.0,0.0,0.0,0.0,0.0,99048872.0,99048872.0,99048872.0,0.0,1463341.0,1463341.0,1463341.0,0.0,0.23999999999999844,0.23999999999999844,0.23999999999999844,0.0,71.61872173847625
1,prove,rapidsnark,1,True,2.4031425059993126,2.4031425059993126,2.4031425059993126,0.0,0.734521999996474,0.734521999996474,0.734521999996474,0.0,0.1694480000000027,0.1694480000000027,0.1694480000000027,0.0,0.22013399999999983,0.22013399999999983,0.22013399999999983,0.0,67170304.0,67170304.0,67170304.0,0.0,42659840.0,42659840.0,42659840.0,0.0,0.0,0.0,0.0,0.0,3067372.0,3067372.0,3067372.0,0.0,1164.0,1164.0,1164.0,0.0,0.21000000000000085,0.21000000000000085,0.21000000000000085,0.0,30.56506212855794
1,prove,snarkjs,1,True,3.2790807109995512,3.2790807109995512,3.2790807109995512,0.0,1.7248680000000025,1.7248680000000025,1.7248680000000025,0.0,1.1562180000000026,1.1562180000000026,1.1562180000000026,0.0,0.5686499999999999,0.5686499999999999,0.5686499999999999,0.0,218263552.0,218263552.0,218263552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4510413.0,4510413.0,4510413.0,0.0,11092.0,11092.0,11092.0,0.0,0.0,0.0,0.0,0.0,52.60218189244317
1,verify,rapidsnark,1,True,2.313790073000746,2.313790073000746,2.313790073000746,0.0,1.3946500000000004,1.3946500000000004,1.3946500000000004,0.0,0.8742370000000008,0.8742370000000008,0.8742370000000008,0.0,0.5204129999999996,0.5204129999999996,0.5204129999999996,0.0,189349888.0,189349888.0,189349888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4118842.0,4118842.0,4118842.0,0.0,596.0,596.0,596.0,0.0,0.0,0.0,0.0,0.0,60.275563296513056
1,verify,snarkjs,1,True,2.358982317000482,2.358982317000482,2.358982317000482,0.0,1.3804869999999951,1.3804869999999951,1.3804869999999951,0.0,1.011897999999995,1.011897999999995,1.011897999999995,0.0,0.36858900000000006,0.36858900000000006,0.36858900000000006,0.0,217284608.0,217284608.0,217284608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4210396.0,4210396.0,4210396.0,0.0,5580.0,5580.0,5580.0,0.0,0.0,0.0,0.0,0.0,58.52044714584069
2,env,,1,True,59.094900813001004,59.094900813001004,59.094900813001004,0.0,52.127562999999995,52.127562999999995,52.127562999999995,0.0,41.500293,41.500293,41.500293,0.0,10.62727,10.62727,10.62727,0.0,301498368.0,301498368.0,301498368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102979538.0,102979538.0,102979538.0,0.0,3500627.0,3500627.0,3500627.0,0.0,0.010000000000001563,0.010000000000001563,0.010000000000001563,0.0,88.20991707042822
2,prove,rapidsnark,1,True,2.210141477000434,2.210141477000434,2.210141477000434,0.0,0.5549629999950589,0.5549629999950589,0.5549629999950589,0.0,0.1822039999999987,0.1822039999999987,0.1822039999999987,0.0,0.2056369999999994,0.2056369999999994,0.2056369999999994,0.0,68218880.0,68218880.0,68218880.0,0.0,385024.0,385024.0,385024.0,0.0,0.0,0.0,0.0,0.0,3102017.0,3102017.0,3102017.0,0.0,1300.0,1300.0,1300.0,0.0,0.0,0.0,0.0,0.0,25.109840513388544
2,prove,snarkjs,1,True,3.0632861949998187,3.0632861949998187,3.0632861949998187,0.0,1.6153910000000025,1.6153910000000025,1.6153910000000025,0.0,1.0239720000000005,1.0239720000000005,1.0239720000000005,0.0,0.5914190000000019,0.5914190000000019,0.5914190000000019,0.0,229773312.0,229773312.0,229773312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4543649.0,4543649.0,4543649.0,0.0,11314.0,11314.0,11314.0,0.0,0.0,0.0,0.0,0.0,52.73392354383323
2,verify,rapidsnark,1,True,2.2910421950000455,2.2910421950000455,2.2910421950000455,0.0,1.349572000000002,1.349572000000002,1.349572000000002,0.0,0.8719660000000005,0.8719660000000005,0.8719660000000005,0.0,0.47760600000000153,0.47760600000000153,0.47760600000000153,0.0,205447168.0,205447168.0,205447168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4134978.0,4134978.0,4134978.0,0.0,980.0,980.0,980.0,0.0,0.0,0.0,0.0,0.0,58.906466364753065
2,verify,snarkjs,1,True,2.286346271000184,2.286346271000184,2.286346271000184,0.0,1.3240589999999948,1.3240589999999948,1.3240589999999948,0.0,0.8707289999999972,0.8707289999999972,0.8707289999999972,0.0,0.45332999999999757,0.45332999999999757,0.45332999999999757,0.0,208486400.0,208486400.0,208486400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4158126.0,4158126.0,4158126.0,0.0,1020.0,1020.0,1020.0,0.0,0.0,0.0,0.0,0.0,57.91156907395189
