n,phase,prover,n_reps,ok,wall_s_mean,wall_s_min,wall_s_max,wall_s_stdev,cpu_total_s_mean,cpu_total_s_min,cpu_total_s_max,cpu_total_s_stdev,cpu_user_s_mean,cpu_user_s_min,cpu_user_s_max,cpu_user_s_stdev,cpu_sys_s_mean,cpu_sys_s_min,cpu_sys_s_max,cpu_sys_s_stdev,rss_peak_bytes_mean,rss_peak_bytes_min,rss_peak_bytes_max,rss_peak_bytes_stdev,io_read_bytes_mean,io_read_bytes_min,io_read_bytes_max,io_read_bytes_stdev,io_write_bytes_mean,io_write_bytes_min,io_write_bytes_max,io_write_bytes_stdev,io_rchar_bytes_mean,io_rchar_bytes_min,io_rchar_bytes_max,io_rchar_bytes_stdev,io_wchar_bytes_mean,io_wchar_bytes_min,io_wchar_bytes_max,io_wchar_bytes_stdev,sys_cpu_iowait_s_mean,sys_cpu_iowait_s_min,sys_cpu_iowait_s_max,sys_cpu_iowait_s_stdev,cpu_pct_of_core
1,env,,1,True,58.704459503997896,58.704459503997896,58.704459503997896,0.0,41.041077999999985,41.041077999999985,41.041077999999985,0.0,30.912392,30.912392,30.912392,0.0,10.128686,10.128686,10.128686,0.0,300179456.0,300179456.0,300179456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99994464.0,99994464.0,99994464.0,0.0,1988201.0,1988201.0,1988201.0,0.0,0.00999999999999801,0.00999999999999801,0.00999999999999801,0.0,69.91134633852647
1,prove,rapidsnark,1,True,2.251950788999693,2.251950788999693,2.251950788999693,0.0,0.5410779999982491,0.5410779999982491,0.5410779999982491,0.0,0.18092399999999742,0.18092399999999742,0.18092399999999742,0.0,0.2083920000000017,0.2083920000000017,0.2083920000000017,0.0,67166208.0,67166208.0,67166208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3057145.0,3057145.0,3057145.0,0.0,1172.0,1172.0,1172.0,0.0,0.0,0.0,0.0,0.0,24.02707921688616
1,prove,snarkjs,1,True,3.099540984000214,3.099540984000214,3.099540984000214,0.0,1.4585829999999973,1.4585829999999973,1.4585829999999973,0.0,0.9719549999999977,0.9719549999999977,0.9719549999999977,0.0,0.4866279999999996,0.4866279999999996,0.4866279999999996,0.0,217575424.0,217575424.0,217575424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4509779.0,4509779.0,4509779.0,0.0,11140.0,11140.0,11140.0,0.0,0.0,0.0,0.0,0.0,47.05803238380076
1,verify,rapidsnark,1,True,2.3499388629998066,2.3499388629998066,2.3499388629998066,0.0,1.2756449999999955,1.2756449999999955,1.2756449999999955,0.0,0.879762999999997,0.879762999999997,0.879762999999997,0.0,0.3958819999999985,0.3958819999999985,0.3958819999999985,0.0,187478016.0,187478016.0,187478016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4261539.0,4261539.0,4261539.0,0.0,5796.0,5796.0,5796.0,0.0,0.0,0.0,0.0,0.0,54.28417820077136
1,verify,snarkjs,1,True,2.3495787849997214,2.3495787849997214,2.3495787849997214,0.0,1.2968210000000049,1.2968210000000049,1.2968210000000049,0.0,0.9090900000000062,0.9090900000000062,0.9090900000000062,0.0,0.3877309999999987,0.3877309999999987,0.3877309999999987,0.0,190795776.0,190795776.0,190795776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4248757.0,4248757.0,4248757.0,0.0,5764.0,5764.0,5764.0,0.0,0.0,0.0,0.0,0.0,55.193765294410355
2,env,,1,True,60.152620376999494,60.152620376999494,60.152620376999494,0.0,51.37734900000001,51.37734900000001,51.37734900000001,0.0,40.460987,40.460987,40.460987,0.0,10.916362000000001,10.916362000000001,10.916362000000001,0.0,301637632.0,301637632.0,301637632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102212996.0,102212996.0,102212996.0,0.0,2418432.0,2418432.0,2418432.0,0.0,0.0,0.0,0.0,0.0,85.41165568182817
2,prove,rapidsnark,1,True,2.2338855720004176,2.2338855720004176,2.2338855720004176,0.0,0.512529000001237,0.512529000001237,0.512529000001237,0.0,0.15736600000001033,0.15736600000001033,0.15736600000001033,0.0,0.2369950000000003,0.2369950000000003,0.2369950000000003,0.0,67170304.0,67170304.0,67170304.0,0.0,90112.0,90112.0,90112.0,0.0,0.0,0.0,0.0,0.0,3066601.0,3066601.0,3066601.0,0.0,1156.0,1156.0,1156.0,0.0,0.010000000000005116,0.010000000000005116,0.010000000000005116,0.0,22.943386466401385
2,prove,snarkjs,1,True,3.194516227999884,3.194516227999884,3.194516227999884,0.0,1.6470300000000009,1.6470300000000009,1.6470300000000009,0.0,1.0895229999999998,1.0895229999999998,1.0895229999999998,0.0,0.5575070000000011,0.5575070000000011,0.5575070000000011,0.0,227323904.0,227323904.0,227323904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4603166.0,4603166.0,4603166.0,0.0,10580.0,10580.0,10580.0,0.0,0.0,0.0,0.0,0.0,51.558041419974934
2,verify,rapidsnark,1,True,2.3671626559998913,2.3671626559998913,2.3671626559998913,0.0,1.3791609999999963,1.3791609999999963,1.3791609999999963,0.0,0.9802839999999975,0.9802839999999975,0.9802839999999975,0.0,0.3988769999999988,0.3988769999999988,0.3988769999999988,0.0,214032384.0,214032384.0,214032384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4219181.0,4219181.0,4219181.0,0.0,2980.0,2980.0,2980.0,0.0,0.0,0.0,0.0,0.0,58.2621982694906
2,verify,snarkjs,1,True,2.337820768000256,2.337820768000256,2.337820768000256,0.0,1.3153159999999957,1.3153159999999957,1.3153159999999957,0.0,0.9423139999999961,0.9423139999999961,0.9423139999999961,0.0,0.3730019999999996,0.3730019999999996,0.3730019999999996,0.0,143482880.0,143482880.0,143482880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4225302.0,4225302.0,4225302.0,0.0,5988.0,5988.0,5988.0,0.0,0.0,0.0,0.0,0.0,56.262482479574395
