size,phase,step,group,rep,prover,cmd,ok,returncode,scope,wall_s,cpu_user_s,cpu_sys_s,cpu_total_s,cpu_pct_of_core,cpu_pct_of_machine,rss_peak_bytes,rss_mean_bytes,io_read_bytes,io_write_bytes,io_rchar_bytes,io_wchar_bytes,io_read_mb_per_s,io_write_mb_per_s,sys_cpu_busy_s,sys_cpu_iowait_s,sys_mem_used_peak_bytes,sys_mem_used_delta_bytes,sys_read_bytes,sys_write_bytes,n_samples,samples_file,log_file
1,env,ptau_new,ptau,1,,snarkjs powersoftau new bn128 8 pot8_0000.ptau -v,True,0,process,2.541266969999924,1.021204,0.536645,1.557849,61.302059893378555,3.8313787433361597,300179456.0,80947609.6,0.0,0.0,4219537.0,109524.0,0.0,0.0,2.0900000000056025,0.00999999999999801,1206939648.0,30859264.0,0.0,36864.0,27,raw/samples/n1_ptau_new_r1.csv,logs/n1_ptau_new_r1.log
1,env,ptau_contribute_1,ptau,1,,"snarkjs powersoftau contribute pot8_0000.ptau pot8_0001.ptau --name=""First contribution"" -v -e=""some random text""",True,0,process,2.552331892999973,1.606725,0.531251,2.137976,83.76559513531974,5.235349695957484,295460864.0,86272573.44,0.0,0.0,4381799.0,139414.0,0.0,0.0,2.889999999999418,0.0,1248448512.0,21331968.0,0.0,24576.0,27,raw/samples/n1_ptau_contribute_1_r1.csv,logs/n1_ptau_contribute_1_r1.log
1,env,ptau_contribute_2,ptau,1,,"snarkjs powersoftau contribute pot8_0001.ptau pot8_0002.ptau --name=""Second contribution"" -v -e=""some random text""",True,0,process,2.449423992999982,1.5139140000000002,0.40674199999999994,1.9206560000000001,78.4125576253394,4.900784851583713,213561344.0,75903658.66666667,0.0,0.0,4449354.0,141101.0,0.0,0.0,2.5899999999965075,0.0,1160835072.0,-21172224.0,0.0,0.0,26,raw/samples/n1_ptau_contribute_2_r1.csv,logs/n1_ptau_contribute_2_r1.log
1,env,ptau_export_challenge,ptau,1,,snarkjs powersoftau export challenge pot8_0002.ptau challenge_0003,True,0,process,2.405487859999994,0.8596829999999995,0.45201,1.3116929999999996,54.529188104071444,3.4080742565044653,204492800.0,69862266.43478261,0.0,0.0,4145966.0,1028.0,0.0,0.0,2.2000000000043656,0.0,1151643648.0,19894272.0,0.0,24576.0,25,raw/samples/n1_ptau_export_challenge_r1.csv,logs/n1_ptau_export_challenge_r1.log
1,env,ptau_challenge_contribute,ptau,1,,"snarkjs powersoftau challenge contribute bn128 challenge_0003 response_0003 -e=""some random text""",True,0,process,2.425502299999607,1.4988910000000004,0.4445459999999999,1.9434370000000003,80.12513531734498,5.0078209573340615,212213760.0,72752083.47826087,0.0,0.0,4370141.0,2022.0,0.0,0.0,2.569999999999709,0.0,1162637312.0,3567616.0,0.0,0.0,26,raw/samples/n1_ptau_challenge_contribute_r1.csv,logs/n1_ptau_challenge_contribute_r1.log
1,env,ptau_import_response,ptau,1,,"snarkjs powersoftau import response pot8_0002.ptau response_0003 pot8_0003.ptau -n=""Third contribution""",True,0,process,2.3585050169999704,1.068949,0.3538650000000003,1.4228140000000002,60.3269439642671,3.770433997766694,215334912.0,73389100.52173913,0.0,0.0,4420512.0,102506.0,0.0,0.0,2.0100000000020373,0.0,1163022336.0,24805376.0,0.0,0.0,25,raw/samples/n1_ptau_import_response_r1.csv,logs/n1_ptau_import_response_r1.log
1,env,ptau_verify,ptau,1,,snarkjs powersoftau verify pot8_0003.ptau,True,0,process,2.6432695720000083,1.222722,0.5038009999999997,1.7265229999999998,65.31770419063389,4.082356511914618,280137728.0,86899633.23076923,0.0,0.0,4298757.0,7839.0,0.0,0.0,2.819999999999709,0.0,1246281728.0,-1351680.0,0.0,0.0,28,raw/samples/n1_ptau_verify_r1.csv,logs/n1_ptau_verify_r1.log
1,env,ptau_beacon,ptau,1,,"snarkjs powersoftau beacon pot8_0003.ptau pot8_beacon.ptau 0102030405060708090a0b0c0d0e0f101112131015161718191a1b1c1d1e1f 10 -n=""Final Beacon""",True,0,process,2.4410703469998225,1.550725,0.45508600000000055,2.0058110000000005,82.16932389782319,5.135582743613949,214437888.0,74716160.0,0.0,0.0,4416936.0,143910.0,0.0,0.0,2.930000000000291,0.0,1158950912.0,360448.0,0.0,0.0,26,raw/samples/n1_ptau_beacon_r1.csv,logs/n1_ptau_beacon_r1.log
1,env,ptau_prepare_phase2,ptau,1,,snarkjs powersoftau prepare phase2 pot8_beacon.ptau pot8_final.ptau -v,True,0,process,3.116766168999675,4.908718,0.47537999999999947,5.384098,172.74629240884067,10.796643275552542,222388224.0,106408072.53333333,0.0,0.0,4465724.0,580411.0,0.0,0.0,6.040000000000873,0.0,1167032320.0,-15970304.0,0.0,0.0,32,raw/samples/n1_ptau_prepare_phase2_r1.csv,logs/n1_ptau_prepare_phase2_r1.log
1,env,ptau_verify_final,ptau,1,,snarkjs powersoftau verify pot8_final.ptau,True,0,process,2.9903419600000234,2.284263000000001,0.776789,3.061052000000001,102.36461384503252,6.397788365314533,277118976.0,108642586.48275863,0.0,0.0,4794547.0,124870.0,0.0,0.0,3.819999999999709,0.0,1223008256.0,6799360.0,0.0,0.0,31,raw/samples/n1_ptau_verify_final_r1.csv,logs/n1_ptau_verify_final_r1.log
1,env,circom_compile,compile,1,,circom --r1cs --wasm --sym --inspect circuit.circom,True,0,process,0.12557815899981506,0.02096999999999838,0.016774999999999984,0.03774499999999836,30.05697829990799,1.8785611437442493,11710464.0,11710464.0,0.0,0.0,30345.0,48290.0,0.0,0.0,0.06000000000494765,0.0,1020678144.0,-16064512.0,0.0,0.0,3,raw/samples/n1_circom_compile_r1.csv,logs/n1_circom_compile_r1.log
1,env,r1cs_info,compile,1,,snarkjs r1cs info circuit.r1cs,True,0,process,2.3735160060000453,0.8716770000000018,0.3847069999999997,1.2563840000000015,52.933453864392334,3.308340866524521,209178624.0,70424486.95652173,0.0,0.0,4262596.0,1316.0,0.0,0.0,2.0899999999965075,0.0,1156440064.0,23871488.0,0.0,0.0,25,raw/samples/n1_r1cs_info_r1.csv,logs/n1_r1cs_info_r1.log
1,env,r1cs_export_json,compile,1,,snarkjs r1cs export json circuit.r1cs circuit.r1cs.json,True,0,process,2.947353479999947,0.4862879999999983,0.25010700000000075,0.736394999999999,24.98495701302893,1.561559813314308,90513408.0,70584531.86206897,0.0,0.0,3269284.0,361.0,0.0,0.0,1.4499999999970896,0.0,1041195008.0,-22695936.0,0.0,20480.0,31,raw/samples/n1_r1cs_export_json_r1.csv,logs/n1_r1cs_export_json_r1.log
