size,phase,step,group,rep,prover,cmd,ok,returncode,scope,wall_s,cpu_user_s,cpu_sys_s,cpu_total_s,cpu_pct_of_core,cpu_pct_of_machine,rss_peak_bytes,rss_mean_bytes,io_read_bytes,io_write_bytes,io_rchar_bytes,io_wchar_bytes,io_read_mb_per_s,io_write_mb_per_s,sys_cpu_busy_s,sys_cpu_iowait_s,sys_mem_used_peak_bytes,sys_mem_used_delta_bytes,sys_read_bytes,sys_write_bytes,n_samples,samples_file,log_file
1,env,ptau_new,ptau,1,,snarkjs powersoftau new bn128 8 pot8_0000.ptau -v,True,0,process,2.7248434509992876,1.058336,0.607062,1.665398,61.11903417384382,3.819939635865239,301621248.0,75441388.3076923,50290688.0,0.0,4248188.0,108405.0,17.60135522002601,0.0,2.089999999995598,0.14000000000000057,1235546112.0,27852800.0,50806784.0,16384.0,28,raw/samples/n1_ptau_new_r1.csv,logs/n1_ptau_new_r1.log
1,env,ptau_contribute_1,ptau,1,,"snarkjs powersoftau contribute pot8_0000.ptau pot8_0001.ptau --name=""First contribution"" -v -e=""some random text""",True,0,process,2.6235902440002974,1.603336,0.5532730000000001,2.1566090000000004,82.2006792002599,5.137542450016244,253857792.0,82014863.36,0.0,0.0,4312484.0,2991.0,0.0,0.0,3.540000000008149,0.0,1208303616.0,-401408.0,253952.0,0.0,28,raw/samples/n1_ptau_contribute_1_r1.csv,logs/n1_ptau_contribute_1_r1.log
1,env,ptau_contribute_2,ptau,1,,"snarkjs powersoftau contribute pot8_0001.ptau pot8_0002.ptau --name=""Second contribution"" -v -e=""some random text""",True,0,process,2.4703214609999122,1.4602050000000002,0.45950599999999975,1.919711,77.71097933233995,4.856936208271247,213708800.0,76109994.66666667,0.0,0.0,4264188.0,110517.0,0.0,0.0,2.3500000000058208,0.0,1167171584.0,10354688.0,0.0,0.0,26,raw/samples/n1_ptau_contribute_2_r1.csv,logs/n1_ptau_contribute_2_r1.log
1,env,ptau_export_challenge,ptau,1,,snarkjs powersoftau export challenge pot8_0002.ptau challenge_0003,True,0,process,2.348213510000278,0.8980359999999994,0.4996400000000003,1.3976759999999997,59.52082270405788,3.7200514190036174,192077824.0,71293729.39130434,0.0,0.0,4311652.0,101854.0,0.0,0.0,1.959999999991851,0.0,1147731968.0,24272896.0,0.0,24576.0,25,raw/samples/n1_ptau_export_challenge_r1.csv,logs/n1_ptau_export_challenge_r1.log
1,env,ptau_challenge_contribute,ptau,1,,"snarkjs powersoftau challenge contribute bn128 challenge_0003 response_0003 -e=""some random text""",True,0,process,2.451333732000421,1.5560970000000003,0.3829279999999997,1.939025,79.10081661617126,4.943801038510704,213950464.0,76240384.0,0.0,0.0,4378369.0,55783.0,0.0,0.0,2.6900000000023283,0.0,1161863168.0,-6750208.0,0.0,0.0,26,raw/samples/n1_ptau_challenge_contribute_r1.csv,logs/n1_ptau_challenge_contribute_r1.log
1,env,ptau_import_response,ptau,1,,"snarkjs powersoftau import response pot8_0002.ptau response_0003 pot8_0003.ptau -n=""Third contribution""",True,0,process,2.4090383190005014,1.1021100000000006,0.4361670000000002,1.5382770000000008,63.85440147910244,3.9909000924439026,205893632.0,70316032.0,0.0,0.0,4232615.0,1412.0,0.0,0.0,2.5599999999976717,0.0,1155719168.0,11239424.0,0.0,0.0,25,raw/samples/n1_ptau_import_response_r1.csv,logs/n1_ptau_import_response_r1.log
1,env,ptau_verify,ptau,1,,snarkjs powersoftau verify pot8_0003.ptau,True,0,process,2.66122664500017,1.3007349999999995,0.48284600000000033,1.7835809999999999,67.02101090679129,4.188813181674456,279347200.0,89527374.76923077,0.0,0.0,4285225.0,7479.0,0.0,0.0,2.2600000000093132,0.0,1229611008.0,19886080.0,0.0,24576.0,28,raw/samples/n1_ptau_verify_r1.csv,logs/n1_ptau_verify_r1.log
1,env,ptau_beacon,ptau,1,,"snarkjs powersoftau beacon pot8_0003.ptau pot8_beacon.ptau 0102030405060708090a0b0c0d0e0f101112131015161718191a1b1c1d1e1f 10 -n=""Final Beacon""",True,0,process,2.447077363000062,1.5010359999999991,0.4580429999999991,1.9590789999999982,80.05791029010261,5.003619393131413,214519808.0,74847573.33333333,81920.0,0.0,4455185.0,143750.0,0.03192583985339168,0.0,2.4899999999906868,0.0,1163976704.0,-19755008.0,81920.0,0.0,26,raw/samples/n1_ptau_beacon_r1.csv,logs/n1_ptau_beacon_r1.log
1,env,ptau_prepare_phase2,ptau,1,,snarkjs powersoftau prepare phase2 pot8_beacon.ptau pot8_final.ptau -v,True,0,process,3.139343583000482,4.714529000000001,0.44433700000000087,5.1588660000000015,164.32944861260856,10.270590538288035,220749824.0,104946522.83870968,0.0,0.0,4425080.0,630960.0,0.0,0.0,6.010000000009313,0.0,1168465920.0,21618688.0,0.0,0.0,33,raw/samples/n1_ptau_prepare_phase2_r1.csv,logs/n1_ptau_prepare_phase2_r1.log
1,env,ptau_verify_final,ptau,1,,snarkjs powersoftau verify pot8_final.ptau,True,0,process,3.038602114999776,2.314482,0.7512629999999998,3.0657449999999997,100.89326881154447,6.30582930072153,279695360.0,106708850.7586207,0.0,0.0,4806188.0,106238.0,0.0,0.0,4.25,0.0,1229275136.0,11415552.0,0.0,0.0,32,raw/samples/n1_ptau_verify_final_r1.csv,logs/n1_ptau_verify_final_r1.log
