t_s,proc_rss_bytes,proc_cpu_s,proc_cpu_pct,proc_read_bytes,proc_write_bytes,nproc,sys_cpu_pct,sys_iowait_pct,sys_mem_used_bytes,sys_read_bytes,sys_write_bytes
0.0000,0,0.0000,0.00,0,0,0,0.00,0.00,58600448,0,0
0.1044,56803328,0.0900,86.20,0,0,1,2.69,0.00,76896256,0,0
0.2104,75370496,0.2200,122.61,0,0,1,6.78,0.29,94317568,0,72732672
0.3168,85594112,0.3800,150.46,0,0,1,5.00,0.00,103155712,0,72732672
0.4227,166961152,0.8200,415.20,0,0,1,12.68,0.00,191859712,0,72732672
0.5293,341942272,1.8500,966.36,0,0,1,28.73,0.00,375571456,0,72732672
0.6369,372219904,2.2700,390.29,0,5320704,1,12.20,0.00,402936832,0,72732672
0.7430,374185984,2.4800,197.97,0,22777856,1,4.71,0.00,404818944,0,72732672
0.8506,397414400,3.6400,1077.87,0,30126080,1,34.84,0.00,427737088,0,72732672
0.9565,397807616,6.1200,2343.47,0,30126080,1,80.03,0.00,430178304,0,171041280
1.0638,398200832,9.4600,3112.81,0,30126080,1,97.86,0.00,431910912,0,171041280
1.1719,398594048,12.7100,3005.69,0,30126080,1,89.88,0.00,431931392,0,171041280
1.2778,398594048,15.8300,2945.60,0,30126080,1,95.59,0.00,432594944,0,171041280
1.3836,398987264,19.0300,3025.36,0,30126080,1,91.00,0.00,433967104,0,171041280
1.4898,403705856,21.5300,2353.64,0,30126080,1,76.20,0.00,439762944,0,171041280
1.5960,407638016,23.6400,1987.62,0,30126080,1,58.87,0.00,442867712,0,171041280
1.7014,414715904,24.3600,683.09,0,30126080,1,20.46,0.00,452825088,0,171041280
1.8106,414277632,27.0400,2452.58,0,34320384,1,78.07,0.00,448573440,0,171041280
1.9172,414277632,29.5800,2384.00,0,34320384,1,74.50,0.00,448090112,0,171041280
2.0224,424480768,31.5900,1910.30,0,35336192,1,63.56,0.00,458820608,0,171069952
2.1314,424480768,34.6600,2816.43,0,35336192,1,85.72,0.00,458218496,0,171069952
2.2375,424480768,37.6700,2837.29,0,35336192,1,91.91,0.00,458214400,0,171069952
2.3468,424480768,40.9200,2973.22,0,35336192,1,89.20,0.00,457952256,0,171069952
2.4529,424480768,43.9400,2846.66,0,35336192,1,93.08,0.00,457870336,0,171069952
2.5593,426053632,46.7900,2679.03,0,35336192,1,79.61,0.00,461040640,0,171069952
2.6644,426446848,49.0200,2120.95,0,35336192,1,66.28,0.00,461302784,0,171069952
2.7704,430379008,50.8700,1745.62,0,35336192,1,54.55,0.00,464444416,0,171094528
2.8757,431951872,51.4300,531.75,0,35336192,1,15.13,0.00,466836480,0,171094528
2.9810,450433024,52.9400,1434.38,0,39530496,1,48.98,0.00,485369856,0,171094528
3.0875,450433024,55.8400,2723.47,0,39530496,1,82.17,0.00,485337088,0,171094528
3.1933,450433024,58.6500,2654.26,0,39530496,1,87.08,0.00,485337088,0,171094528
3.2988,450433024,61.7100,2901.68,0,39530496,1,87.12,0.00,485018624,0,171094528
3.4049,450433024,64.7200,2835.89,0,39530496,1,92.15,0.00,484908032,0,171094528
3.5105,451219456,67.8100,2926.42,0,39530496,1,87.60,0.00,485694464,0,171094528
3.6163,452792320,70.3800,2429.40,0,39530496,1,77.40,0.00,487005184,0,171094528
3.7218,458297344,72.5500,2057.25,0,39530496,1,63.40,0.00,491736064,0,171094528
3.8268,462229504,73.1800,600.04,0,39530496,1,16.97,0.00,496991232,0,171094528
3.9322,0,73.3100,123.31,0,39530496,1,2.67,0.00,193119232,0,171143680
3.9485,0,73.3100,0.00,0,39530496,0,3.84,0.00,60068864,0,171143680
