t_s,proc_rss_bytes,proc_cpu_s,proc_cpu_pct,proc_read_bytes,proc_write_bytes,nproc,sys_cpu_pct,sys_iowait_pct,sys_mem_used_bytes,sys_read_bytes,sys_write_bytes
0.0000,0,0.0000,0.00,0,0,0,0.00,0.00,78243840,0,0
0.1046,412184576,0.4400,420.77,0,0,1,14.34,1.20,365667328,0,0
0.2117,412184576,0.5400,93.34,0,0,1,2.92,0.00,365659136,0,0
0.3176,495751168,1.0500,481.78,0,0,1,14.76,0.89,366425088,0,0
0.4241,495751168,1.1600,103.25,0,0,1,3.23,0.00,366371840,0,0
0.5297,729591808,1.6600,473.29,0,0,1,17.75,0.00,433492992,0,0
0.6383,729591808,2.2300,525.11,0,0,1,14.97,0.00,432727040,0,0
0.7438,729591808,2.3300,94.77,0,0,1,2.96,0.00,432727040,0,24576
0.8483,729591808,2.4400,105.23,0,0,1,2.99,0.00,432722944,0,24576
0.9546,729591808,2.5400,94.13,0,0,1,3.24,0.00,432722944,0,24576
1.0607,729591808,2.6500,103.70,0,0,1,3.24,0.00,432727040,0,24576
1.1664,729591808,2.7600,104.06,0,0,1,2.96,0.00,432497664,0,24576
1.2723,729591808,2.8600,94.35,0,0,1,3.54,0.00,432497664,0,24576
1.3802,636923904,3.0500,176.16,0,0,1,5.50,0.00,367203328,0,24576
1.4884,744337408,3.4600,379.06,0,0,1,12.13,0.58,366724096,0,24576
1.5948,744337408,3.5600,93.94,0,0,1,3.23,0.00,366273536,0,24576
1.7007,941867008,5.0200,1379.32,0,0,1,51.67,0.00,418980864,0,24576
1.8155,941867008,8.0300,2620.70,0,0,1,68.02,0.00,418980864,0,24576
1.9245,941867008,11.2900,2992.49,0,0,1,91.22,0.00,418735104,0,24576
2.0346,941867008,14.5800,2986.49,0,0,1,86.80,0.00,418735104,0,24576
2.1449,941867008,17.8800,2992.38,0,0,1,92.10,0.00,418522112,0,24576
2.2566,941867008,21.2700,3033.46,0,0,1,103.74,0.00,418522112,0,24576
2.3696,941867008,24.6400,2984.53,0,0,1,89.39,0.00,418522112,0,24576
2.4808,1032028160,26.8800,2013.59,0,0,1,57.31,0.00,486429696,0,24576
2.5885,1060282368,28.6100,1606.66,0,0,1,51.37,0.00,484750336,0,94208
2.6959,1087946752,30.2700,1545.01,0,0,1,50.61,0.00,484303872,0,286720
2.8035,1116323840,31.9900,1599.60,0,0,1,50.28,0.00,484563968,0,286720
2.9113,1143848960,33.7200,1604.17,0,0,1,49.55,0.00,484559872,0,286720
3.0186,1143848960,34.7100,922.43,0,0,1,27.08,0.00,484559872,0,286720
3.1246,1143848960,35.2000,462.47,0,0,1,14.16,0.00,484375552,0,42356736
3.2307,49438720,35.5200,301.68,0,8192,1,9.13,0.00,78728192,0,42356736
3.2367,0,35.5200,0.00,0,8192,0,0.00,0.00,77700096,0,42356736
