n,phase,prover,n_reps,ok,wall_s_mean,wall_s_min,wall_s_max,wall_s_stdev,cpu_total_s_mean,cpu_total_s_min,cpu_total_s_max,cpu_total_s_stdev,cpu_user_s_mean,cpu_user_s_min,cpu_user_s_max,cpu_user_s_stdev,cpu_sys_s_mean,cpu_sys_s_min,cpu_sys_s_max,cpu_sys_s_stdev,rss_peak_bytes_mean,rss_peak_bytes_min,rss_peak_bytes_max,rss_peak_bytes_stdev,io_read_bytes_mean,io_read_bytes_min,io_read_bytes_max,io_read_bytes_stdev,io_write_bytes_mean,io_write_bytes_min,io_write_bytes_max,io_write_bytes_stdev,io_rchar_bytes_mean,io_rchar_bytes_min,io_rchar_bytes_max,io_rchar_bytes_stdev,io_wchar_bytes_mean,io_wchar_bytes_min,io_wchar_bytes_max,io_wchar_bytes_stdev,sys_cpu_iowait_s_mean,sys_cpu_iowait_s_min,sys_cpu_iowait_s_max,sys_cpu_iowait_s_stdev,cpu_pct_of_core
1,env,,1,True,60.23636518099829,60.23636518099829,60.23636518099829,0.0,43.096576000000006,43.096576000000006,43.096576000000006,0.0,31.996327,31.996327,31.996327,0.0,11.100249,11.100249,11.100249,0.0,297684992.0,297684992.0,297684992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99426510.0,99426510.0,99426510.0,0.0,1579862.0,1579862.0,1579862.0,0.0,0.00999999999999801,0.00999999999999801,0.00999999999999801,0.0,71.54577782126024
1,prove,rapidsnark,5,True,2.3274926524003603,2.2590617310006564,2.3989252849996774,0.05225953627805523,0.5589491999961596,0.5384109999994138,0.6030669999866127,0.023803919055137148,0.19344080000000047,0.1676660000000041,0.21832400000000263,0.0181207502868949,0.20997040000000028,0.184546000000001,0.23185000000000144,0.019512793265957305,67220275.2,66777088.0,67563520.0,282848.30055872706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3066255.2,3061654.0,3075441.0,4906.824692201669,1162.4,1148.0,1196.0,17.81684596105607,0.0040000000000006255,0.0,0.010000000000005116,0.004898979485567122,24.015079034501404
1,prove,snarkjs,5,True,3.2206963819999146,3.1642820160004703,3.3362005990002217,0.06107106592673285,1.6181921999999997,1.5426470000000005,1.662915,0.04211333520584658,1.0953711999999995,1.0440070000000006,1.1465139999999963,0.04297386272328633,0.5228210000000001,0.46034099999999967,0.6067470000000004,0.04973526385573939,218756710.4,217698304.0,219865088.0,867143.9989947691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4488958.0,4454420.0,4518651.0,24379.16586760097,11318.8,11100.0,12050.0,369.2405178200247,0.0,0.0,0.0,0.0,50.2435500919578
1,verify,rapidsnark,5,True,2.46778058480013,2.437025117000303,2.511762977000217,0.03451563354716013,1.5036245999999998,1.4171700000000023,1.5954680000000003,0.057221605533574034,1.0152845999999998,0.9703710000000001,1.0449550000000016,0.02650889358385189,0.48834000000000016,0.44679900000000217,0.5927690000000005,0.055177110703623966,176758784.0,139628544.0,211144704.0,30306468.027776144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4211611.4,4163853.0,4257683.0,36319.824375126045,4112.8,884.0,6148.0,2430.360500008178,0.0,0.0,0.0,0.0,60.930238663085234
1,verify,snarkjs,5,True,2.457240251800249,2.4107760040005815,2.4837183990002814,0.02645970570653592,1.4792742,1.3924300000000045,1.6049369999999978,0.08063765560431264,1.038472,0.9488990000000044,1.103468999999997,0.05514636246933926,0.4408021999999999,0.39147,0.5014680000000009,0.036609794604177105,200257536.0,159309824.0,215293952.0,21218701.21695663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4194181.4,4097413.0,4243561.0,53041.28301841878,3005.6,716.0,5924.0,2250.258794005703,0.0,0.0,0.0,0.0,60.20063357322258
2,env,,1,True,60.95116945800237,60.95116945800237,60.95116945800237,0.0,52.649738000000006,52.649738000000006,52.649738000000006,0.0,41.766895000000005,41.766895000000005,41.766895000000005,0.0,10.882842999999998,10.882842999999998,10.882842999999998,0.0,298602496.0,298602496.0,298602496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102356596.0,102356596.0,102356596.0,0.0,3441070.0,3441070.0,3441070.0,0.0,0.0,0.0,0.0,0.0,86.38019330585223
2,prove,rapidsnark,5,True,2.3094245758002216,2.2766986089991406,2.343575201000931,0.02571599922943329,0.5654558000014248,0.5364069999980288,0.6284730000104801,0.034860853163201484,0.1894438000000008,0.17359899999999584,0.20113000000000625,0.009211689169748485,0.21265539999999988,0.19608699999999857,0.23217100000000102,0.014597839971723222,67307929.6,66904064.0,67563520.0,231423.63752184002,54067.2,0.0,270336.0,108134.4,0.0,0.0,0.0,0.0,3071935.2,3067394.0,3078074.0,4062.8771283414417,1154.4,1148.0,1156.0,3.2,0.0040000000000006255,0.0,0.010000000000005116,0.004898979485567122,24.48470523465755
2,prove,snarkjs,5,True,3.174490400800096,3.1327179569998407,3.2126093930000934,0.030463993723452428,1.5940921999999986,1.5556659999999987,1.6381069999999909,0.026187753285836824,1.0454525999999986,1.0130520000000018,1.1049929999999932,0.03274888756950168,0.5486395999999999,0.5331139999999976,0.5780690000000028,0.016008880018291073,228256153.6,227741696.0,229072896.0,530615.2603887679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4574480.6,4545156.0,4611432.0,23065.849384750607,10854.6,10404.0,11638.0,517.2286148310048,0.0,0.0,0.0,0.0,50.21568814944991
2,verify,rapidsnark,5,True,2.4539590033999046,2.4144431759996223,2.485483492999265,0.027098555449137748,1.458950399999999,1.4163710000000123,1.541595000000001,0.04293251590857348,1.007086799999999,0.9877280000000042,1.0405879999999996,0.01894417236407788,0.4518636000000001,0.42579700000000287,0.5010070000000013,0.02650057783219053,188974694.4,143253504.0,213655552.0,26257595.720149502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4189255.4,4079001.0,4263685.0,61761.91672090496,3152.8,764.0,6148.0,2417.856769951438,0.001999999999999602,0.0,0.00999999999999801,0.003999999999999204,59.4529247627469
2,verify,snarkjs,5,True,2.450969648999853,2.4023488619995987,2.5190437629998996,0.03907215598416105,1.4432389999999997,1.3687009999999944,1.520196999999996,0.05106615693784133,1.0173193999999994,0.9559479999999922,1.1219439999999992,0.0554114173924484,0.4259196000000003,0.3688730000000007,0.4694020000000023,0.038089227871408386,192525926.4,155074560.0,207917056.0,19460459.144816265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4192285.6,4123839.0,4247027.0,45622.90300978227,2834.4,700.0,5956.0,2449.5493136493496,0.001999999999999602,0.0,0.00999999999999801,0.003999999999999204,58.88440930261745
