n,group,wall_s_sum,cpu_total_s_sum,cpu_user_s_sum,cpu_sys_s_sum,rss_peak_bytes_sum,io_read_bytes_sum,io_write_bytes_sum,io_rchar_bytes_sum,io_wchar_bytes_sum,sys_cpu_iowait_s_sum
1,compile,5.5457390849996955,2.0776239999999992,1.4115399999999987,0.6660840000000006,196091904.0,0.0,0.0,7487839.0,38324.0,0.0
1,ptau,26.78148113199768,23.811562000000002,18.42588,5.385682,297684992.0,0.0,0.0,43683213.0,1250545.0,0.00999999999999801
1,zkey,27.909144964000916,17.207390000000004,12.158907000000003,5.048482999999999,236912640.0,0.0,0.0,48255458.0,290993.0,0.0
2,compile,5.6422188330006975,2.134613000000005,1.3309810000000084,0.8036319999999968,180768768.0,0.0,0.0,7633420.0,109355.0,0.0
2,ptau,27.189722516000984,31.868831999999994,26.463089999999994,5.405742,298602496.0,0.0,0.0,44934338.0,1720653.0,0.0
2,zkey,28.119228109000687,18.646293000000004,13.972824000000003,4.673469000000001,231608320.0,0.0,0.0,49788838.0,1611062.0,0.0
4,compile,5.754619757,2.6336889999999826,1.7568609999999865,0.8768279999999962,177934336.0,0.0,0.0,7611995.0,136738.0,0.0
4,ptau,29.851600740999856,52.35430800000002,46.674030000000016,5.680278000000001,328499200.0,0.0,0.0,49435146.0,4196749.0,0.0
4,zkey,29.18405913300012,22.956451,17.707774,5.248677000000001,238075904.0,0.0,0.0,52006314.0,3355440.0,0.0
8,compile,5.789612975000637,2.532543000000004,1.764203000000009,0.7683399999999949,179720192.0,0.0,0.0,7722514.0,254098.0,0.0
8,ptau,33.090495598000416,90.99390200000002,85.48675300000002,5.507148999999998,385982464.0,0.0,0.0,54722788.0,7234623.0,0.0
8,zkey,30.192353581001953,30.625517999999985,25.272543999999982,5.352974000000003,293261312.0,0.0,0.0,59208320.0,6288601.0,0.0
16,compile,5.954591465001613,2.602669999999989,1.796605999999997,0.8060639999999921,195072000.0,0.0,0.0,8298965.0,617126.0,0.0
16,ptau,41.00991098900067,177.29483,171.54652199999998,5.748308000000009,478081024.0,0.0,0.0,68532713.0,15197113.0,0.0
16,zkey,32.54207534999841,46.521544000000006,40.860479,5.661065000000008,348065792.0,0.0,0.0,72680462.0,9261118.0,0.0
32,compile,6.253163180000229,2.80386399999999,2.006531999999993,0.7973319999999973,206598144.0,0.0,0.0,8996537.0,1003709.0,0.0
32,ptau,57.42446992499845,359.954731,353.22390199999995,6.730829,634634240.0,0.0,0.0,97181138.0,28541185.0,0.0
32,zkey,37.688311277999674,80.34527500000006,74.72629400000005,5.618981000000005,439947264.0,0.0,0.0,98597167.0,32799209.0,0.0
64,compile,6.993211534999318,3.3681410000000085,2.3883710000000065,0.979770000000002,230838272.0,0.0,0.0,10674481.0,4603939.0,0.0
64,ptau,91.76618769500146,749.186704,740.898637,8.288066999999998,865910784.0,0.0,0.0,156205988.0,59428549.0,0.030000000000001137
64,zkey,48.44441531299981,151.44458800000004,144.42528100000004,7.019306999999998,598327296.0,0.0,0.0,256600566.0,59796882.0,0.020000000000003126
128,compile,8.235835481998947,4.1328470000002255,3.2293760000002294,0.9034709999999961,242323456.0,0.0,0.0,13773129.0,9764585.0,0.0
128,ptau,162.53152077400227,1568.2340309999997,1557.7509949999999,10.483035999999998,1009414144.0,0.0,0.0,274298386.0,118355205.0,0.00999999999999801
128,zkey,63.490653699001996,294.67645800000025,286.5331930000002,8.143265000000014,870588416.0,0.0,0.0,470154007.0,143384507.0,0.0
