t_s,proc_rss_bytes,proc_cpu_s,proc_cpu_pct,proc_read_bytes,proc_write_bytes,nproc,sys_cpu_pct,sys_iowait_pct,sys_mem_used_bytes,sys_read_bytes,sys_write_bytes
0.0000,0,0.0000,0.00,0,0,0,0.00,0.00,1021108224,0,0
0.1004,51437568,0.0500,49.78,0,0,1,6.84,0.00,1002258432,0,0
0.2015,54059008,0.0800,29.69,0,0,1,3.09,0.00,1005490176,0,0
0.3025,55762944,0.0900,9.90,0,0,1,3.09,0.00,1006276608,0,0
0.4035,59432960,0.1100,19.80,0,0,1,1.24,0.00,1006276608,0,0
0.5049,60612608,0.1300,19.73,0,0,1,3.70,0.00,1006792704,0,0
0.6059,60874752,0.1400,9.89,0,0,1,2.47,0.00,1007538176,0,0
0.7067,61267968,0.1500,9.92,0,0,1,2.48,0.00,1008046080,0,0
0.8075,61661184,0.1700,19.84,0,0,1,3.10,0.00,1008562176,0,0
0.9084,62316544,0.1800,9.91,0,0,1,2.48,0.00,1009311744,0,0
1.0096,62578688,0.1900,9.88,0,0,1,20.38,0.00,1029713920,0,0
1.1106,63102976,0.2100,19.81,0,0,1,1.86,0.00,1031225344,0,0
1.2114,64020480,0.2200,9.91,0,0,1,3.10,0.00,1033408512,0,0
1.3122,64413696,0.2300,9.93,0,0,1,1.86,0.00,1033666560,0,0
1.4131,64413696,0.2400,9.91,0,0,1,2.48,0.00,1033666560,0,0
1.5139,65200128,0.2600,19.84,0,0,1,2.48,0.00,1034182656,0,0
1.6149,65593344,0.2700,9.91,0,0,1,2.48,0.00,1034448896,0,0
1.7157,65855488,0.2800,9.92,0,0,1,1.86,0.00,1034448896,0,0
1.8164,65986560,0.2900,9.93,0,0,1,1.86,0.00,1034649600,0,0
1.9172,66641920,0.3000,9.92,0,0,1,1.86,0.00,1035653120,0,0
2.0181,66904064,0.3100,9.91,0,0,1,1.86,0.00,1035149312,0,0
2.1189,76341248,0.3700,59.55,0,0,1,5.58,0.00,1044168704,0,0
2.2198,89665536,0.5500,178.35,0,0,1,10.53,0.00,1060438016,0,0
2.3210,211038208,1.3100,751.37,0,0,1,50.05,0.00,1165611008,0,0
2.4220,220319744,1.4400,128.71,0,0,1,9.28,0.00,1178107904,0,0
2.5231,215228416,1.5900,148.35,0,0,1,8.04,0.00,1173319680,0,0
2.6240,217980928,1.7500,158.49,0,0,1,8.67,0.00,1176158208,0,0
2.7248,239083520,2.0500,297.62,0,0,1,20.46,0.00,1192673280,0,0
2.8263,252190720,2.4300,374.52,0,0,1,24.02,0.00,1206607872,0,0
2.9276,271720448,2.8300,394.68,0,0,1,21.58,0.00,1226477568,0,0
3.0278,0,2.8300,0.00,0,0,0,18.09,0.00,1038422016,0,0
