t_s,proc_rss_bytes,proc_cpu_s,proc_cpu_pct,proc_read_bytes,proc_write_bytes,nproc,sys_cpu_pct,sys_iowait_pct,sys_mem_used_bytes,sys_read_bytes,sys_write_bytes
0.0000,0,0.0000,0.00,0,0,0,0.00,0.00,1038172160,0,0
0.1004,51171328,0.0500,49.79,0,0,1,4.98,0.00,1024901120,0,0
0.2015,54054912,0.0700,19.79,0,0,1,1.86,0.00,1027469312,0,0
0.3023,55758848,0.1000,29.76,0,0,1,1.86,0.00,1027993600,0,0
0.4034,60346368,0.1100,9.89,0,0,1,4.33,0.00,1029025792,0,0
0.5044,60608512,0.1200,9.90,0,0,1,2.47,0.00,1029656576,0,0
0.6051,61526016,0.1300,9.93,0,0,1,1.86,0.00,1030676480,0,0
0.7061,62050304,0.1400,9.90,0,0,1,1.86,0.00,1031421952,0,0
0.8068,62050304,0.1500,9.92,0,0,1,3.10,0.00,1031421952,0,0
0.9080,62967808,0.1700,19.77,0,0,1,3.09,0.00,1031938048,0,0
1.0089,63361024,0.1800,9.91,0,0,1,3.72,0.00,1032929280,0,0
1.1097,64409600,0.2000,19.85,0,0,1,2.48,0.00,1033961472,0,0
1.2104,64671744,0.2100,9.93,0,0,1,2.48,0.00,1033961472,0,0
1.3112,64671744,0.2200,9.93,0,0,1,3.10,0.00,1033961472,0,0
1.4122,64802816,0.2300,9.90,0,0,1,2.48,0.00,1107095552,0,0
1.5134,65851392,0.2500,19.75,0,0,1,1.85,0.00,1035251712,0,0
1.6144,66375680,0.2700,19.80,0,0,1,3.71,0.00,1035251712,0,0
1.7160,66637824,0.2700,0.00,0,0,1,2.46,0.00,1035251712,0,0
1.8169,66899968,0.2900,19.81,0,0,1,1.24,0.00,1035767808,0,0
1.9177,67424256,0.3000,9.92,0,0,1,2.48,0.00,1036283904,0,0
2.0186,67555328,0.3100,9.92,0,0,1,9.92,0.00,1030807552,0,0
2.1198,82628608,0.4000,88.93,0,0,1,6.18,0.00,1045389312,0,0
2.2209,114495488,0.6400,237.32,0,0,1,25.96,0.00,1072582656,0,0
2.3223,213323776,1.3300,680.79,0,0,1,48.72,0.00,1159852032,0,0
2.4232,216928256,2.0000,663.81,0,0,1,39.63,0.00,1164738560,0,0
2.4609,0,2.0000,0.00,0,0,0,6.62,0.00,1033682944,0,0
