t_s,proc_rss_bytes,proc_cpu_s,proc_cpu_pct,proc_read_bytes,proc_write_bytes,nproc,sys_cpu_pct,sys_iowait_pct,sys_mem_used_bytes,sys_read_bytes,sys_write_bytes
0.0000,0,0.0000,0.00,0,0,0,0.00,0.00,1003380736,0,0
0.1006,48693248,0.0500,49.68,0,0,1,4.35,0.00,1015234560,0,0
0.2018,54067200,0.0800,29.65,0,0,1,3.09,0.00,1020125184,0,0
0.3027,55771136,0.1000,19.82,0,0,1,3.10,0.00,1020293120,0,0
0.4040,59834368,0.1100,9.87,0,0,1,2.47,0.00,1020882944,0,0
0.5050,60489728,0.1300,19.81,0,0,1,1.86,0.00,1021390848,0,0
0.6058,60882944,0.1300,0.00,0,0,1,1.86,0.00,1021906944,0,0
0.7067,61407232,0.1500,19.83,0,0,1,0.62,0.00,1022681088,0,0
0.8078,61800448,0.1600,9.89,0,0,1,1.24,0.00,1022681088,0,0
0.9088,62455808,0.1700,9.90,0,0,1,1.86,0.00,1023455232,0,0
1.0099,62849024,0.1900,19.78,0,0,1,1.85,0.00,1023971328,0,0
1.1109,63242240,0.2000,9.90,0,0,1,3.09,0.00,1024487424,0,0
1.2117,64159744,0.2200,19.84,0,0,1,3.10,0.00,1025507328,0,0
1.3125,64552960,0.2300,9.92,0,0,1,3.10,0.00,1025765376,0,0
1.4133,64552960,0.2400,9.93,0,0,1,1.86,0.00,1025757184,0,0
1.5140,65732608,0.2600,19.85,0,0,1,3.10,0.00,1027072000,0,0
1.6150,66125824,0.2700,9.90,0,0,1,1.86,0.00,1027072000,0,0
1.7160,66387968,0.2800,9.90,0,0,1,1.86,0.00,1027403776,0,0
1.8168,66650112,0.2900,9.92,0,0,1,2.48,0.00,1027854336,0,0
1.9175,67305472,0.3000,9.93,0,0,1,3.10,0.00,1028370432,0,0
2.0183,67305472,0.3100,9.92,0,0,1,1.86,0.00,1028603904,0,0
2.1191,78315520,0.3700,59.53,0,0,1,4.34,0.00,1039183872,0,0
2.2199,91279360,0.5700,198.39,0,0,1,11.16,0.00,1052831744,0,0
2.3210,209244160,1.2200,642.82,0,0,1,43.88,0.00,1155366912,0,0
2.3920,0,1.2200,0.00,0,0,0,13.22,0.00,1028501504,0,0
