t_s,proc_rss_bytes,proc_cpu_s,proc_cpu_pct,proc_read_bytes,proc_write_bytes,nproc,sys_cpu_pct,sys_iowait_pct,sys_mem_used_bytes,sys_read_bytes,sys_write_bytes
0.0000,0,0.0000,0.00,0,0,0,0.00,0.00,1014906880,0,0
0.1005,51044352,0.0500,49.76,0,0,1,6.22,0.00,1020223488,0,0
0.2015,54059008,0.0700,19.80,0,0,1,2.47,0.00,1023807488,0,0
0.3024,55762944,0.1000,29.73,0,0,1,1.24,0.00,1025052672,0,0
0.4033,60088320,0.1200,19.83,0,0,1,1.86,0.00,1025052672,0,0
0.5044,60612608,0.1300,9.89,0,0,1,2.47,0.00,1025298432,0,0
0.6053,60874752,0.1400,9.91,0,0,1,3.10,0.00,1025564672,0,0
0.7062,61530112,0.1500,9.91,0,0,1,1.24,0.00,1026080768,0,0
0.8072,61923328,0.1600,9.90,0,0,1,1.86,0.00,1027051520,0,0
0.9083,62578688,0.1800,19.79,0,0,1,1.86,0.00,1027555328,0,0
1.0092,62840832,0.1900,9.90,0,0,1,1.86,0.00,1027555328,0,0
1.1105,63234048,0.2000,9.88,0,0,1,1.23,0.00,1027555328,0,0
1.2116,64282624,0.2200,19.78,0,0,1,4.33,0.00,1028587520,0,0
1.3126,64282624,0.2300,9.90,0,0,1,2.48,0.00,1028587520,0,0
1.4136,64544768,0.2400,9.90,0,0,1,2.47,0.00,1029455872,0,0
1.5145,64806912,0.2600,19.82,0,0,1,1.86,0.00,1029455872,0,0
1.6156,65462272,0.2800,19.79,0,0,1,0.00,0.00,1029455872,0,0
1.7166,65986560,0.2800,0.00,0,0,1,1.86,0.00,1029455872,0,0
1.8175,66248704,0.2900,9.91,0,0,1,3.10,0.00,1029455872,0,0
1.9184,66379776,0.3100,19.81,0,0,1,0.62,0.00,1029971968,0,0
2.0194,67166208,0.3200,9.91,0,0,1,2.48,0.00,1029971968,0,0
2.1203,67166208,0.3300,9.91,0,0,1,2.48,0.00,1029971968,0,0
2.2214,74506240,0.3800,49.42,0,0,1,4.94,0.00,1037045760,0,0
2.3228,91774976,0.5500,167.71,0,0,1,9.87,0.00,1054404608,0,0
2.4239,212099072,1.2700,712.48,0,0,1,49.48,0.00,1167667200,0,0
2.5253,215506944,1.3300,59.18,0,0,1,9.86,0.00,1172398080,0,0
2.6264,215506944,1.3400,9.89,0,0,1,4.33,0.00,1172398080,0,0
2.7275,215506944,1.3500,9.89,0,0,1,1.85,0.00,1172398080,0,0
2.8284,215638016,1.3600,9.91,0,0,1,2.48,0.00,1172398080,0,0
2.9297,215638016,1.3600,0.00,0,0,1,2.47,0.00,1172385792,0,0
3.0307,215638016,1.3800,19.79,0,0,1,1.86,0.00,1172897792,0,0
3.1317,215638016,1.3900,9.90,0,0,1,3.10,0.00,1173131264,0,0
3.2329,0,1.4100,19.76,0,0,1,4.32,0.00,1080086528,0,0
3.2405,0,1.4100,0.00,0,0,0,8.17,0.00,1039609856,0,0
