t_s,proc_rss_bytes,proc_cpu_s,proc_cpu_pct,proc_read_bytes,proc_write_bytes,nproc,sys_cpu_pct,sys_iowait_pct,sys_mem_used_bytes,sys_read_bytes,sys_write_bytes
0.0000,0,0.0000,0.00,0,0,0,0.00,0.00,1102192640,0,0
0.1004,51249152,0.0500,49.80,0,0,1,6.85,0.00,1082687488,0,0
0.2014,53870592,0.0700,19.80,0,0,1,2.47,0.00,1086259200,0,0
0.3022,55705600,0.0900,19.84,0,0,1,2.48,0.00,1087291392,0,0
0.4030,60162048,0.1000,9.92,0,0,1,10.54,0.00,1090310144,0,0
0.5044,60555264,0.1200,19.73,0,0,1,12.33,0.00,1092587520,65536,0
0.6056,61472768,0.1300,9.88,0,0,1,2.47,0.00,1094074368,65536,0
0.7065,61865984,0.1400,9.92,0,0,1,3.10,0.00,1095077888,65536,0
0.8072,61997056,0.1600,19.85,0,0,1,2.48,0.00,1095495680,65536,0
0.9079,62652416,0.1700,9.93,0,0,1,2.48,0.00,1096499200,65536,0
1.0089,63045632,0.1900,19.82,0,0,1,1.86,0.00,1097121792,65536,0
1.1099,64225280,0.2000,9.90,0,0,1,1.86,0.00,1097895936,65536,0
1.2106,64618496,0.2200,19.86,0,0,1,2.48,0.00,1098153984,65536,0
1.3113,64618496,0.2200,0.00,0,0,1,1.24,0.00,1098153984,65536,0
1.4122,65798144,0.2400,19.82,0,0,1,2.48,0.00,1099186176,65536,0
1.5131,65929216,0.2500,9.91,0,0,1,3.10,0.00,1099186176,65536,0
1.6142,66453504,0.2600,9.90,0,0,1,2.47,0.00,1100218368,65536,0
1.7149,66715648,0.2800,19.85,0,0,1,2.48,0.00,1100218368,65536,0
1.8158,67371008,0.2900,9.92,0,0,1,1.24,0.00,1100734464,65536,0
1.9167,67502080,0.3000,9.91,0,0,1,1.24,0.00,1101250560,65536,0
2.0176,70516736,0.3200,19.82,0,0,1,3.72,0.00,1103314944,65536,0
2.1187,86470656,0.4900,168.08,0,0,1,12.98,0.00,1123278848,65536,0
2.2198,189399040,0.9500,454.85,0,0,1,30.28,0.00,1212907520,65536,0
2.3212,108548096,1.3900,434.17,0,0,1,29.60,0.00,1175842816,65536,0
2.3325,0,1.3900,0.00,0,0,0,5.50,0.00,1116110848,65536,0
