t_s,proc_rss_bytes,proc_cpu_s,proc_cpu_pct,proc_read_bytes,proc_write_bytes,nproc,sys_cpu_pct,sys_iowait_pct,sys_mem_used_bytes,sys_read_bytes,sys_write_bytes
0.0000,0,0.0000,0.00,0,0,0,0.00,0.00,1104011264,0,0
0.1004,51306496,0.0500,49.79,0,0,1,7.47,0.00,1088229376,0,0
0.2014,54190080,0.0700,19.81,0,0,1,1.24,0.00,1091313664,0,0
0.3023,56025088,0.0900,19.82,0,0,1,1.86,0.00,1092317184,0,0
0.4031,60350464,0.1000,9.92,0,0,1,1.86,0.00,1093828608,0,0
0.5038,60743680,0.1200,19.85,0,0,1,3.72,0.00,1094057984,0,0
0.6046,61267968,0.1300,9.92,0,0,1,1.86,0.00,1094574080,0,0
0.7055,61923328,0.1400,9.91,0,0,1,1.24,0.00,1095319552,0,0
0.8063,61923328,0.1500,9.92,0,0,1,3.10,0.00,1095319552,0,0
0.9073,62578688,0.1700,19.81,0,0,1,3.10,0.00,1095835648,0,0
1.0081,62971904,0.1900,19.82,0,0,1,1.86,0.00,1096351744,0,0
1.1090,64282624,0.2000,9.92,0,0,1,1.86,0.00,1097383936,0,0
1.2099,64413696,0.2100,9.91,0,0,1,1.24,0.00,1097383936,0,0
1.3108,64413696,0.2200,9.91,0,0,1,3.72,0.00,1097383936,0,0
1.4115,64544768,0.2300,9.93,0,0,1,3.72,0.00,1097723904,0,0
1.5126,65593344,0.2500,19.79,0,0,1,1.24,0.00,1098756096,0,0
1.6133,65986560,0.2700,19.85,0,0,1,1.86,0.00,1099272192,0,0
1.7141,66248704,0.2800,9.92,0,0,1,3.10,0.00,1099788288,0,0
1.8148,66904064,0.2900,9.93,0,0,1,3.10,0.00,1100238848,0,0
1.9159,67035136,0.3000,9.89,0,0,1,1.86,0.00,1100726272,0,0
2.0168,67428352,0.3000,0.00,0,0,1,3.10,0.00,1101258752,0,0
2.1177,84467712,0.4600,158.61,0,0,1,9.29,0.00,1117257728,0,0
2.2186,204099584,1.1200,654.07,0,0,1,43.98,0.00,1222955008,0,0
2.3198,229265408,1.3400,217.34,0,0,1,14.20,0.00,1250926592,0,0
2.4209,221544448,1.4700,128.59,0,0,1,8.04,0.00,1244426240,0,0
2.5101,0,1.4700,0.00,0,0,0,14.03,0.00,1109430272,0,0
