n,group,wall_s_sum,cpu_total_s_sum,cpu_user_s_sum,cpu_sys_s_sum,rss_peak_bytes_sum,io_read_bytes_sum,io_write_bytes_sum,io_rchar_bytes_sum,io_wchar_bytes_sum,sys_cpu_iowait_s_sum
1,compile,5.517708000999846,2.1859649999999995,1.4540469999999992,0.7319180000000003,168194048.0,6012928.0,0.0,7432917.0,996.0,0.01999999999999602
1,ptau,26.014323101002446,22.853663000000005,17.602505,5.251158,300290048.0,81920.0,0.0,43560746.0,1023326.0,0.009999999999990905
1,zkey,27.43107631500061,16.685249,11.929597000000001,4.7556519999999995,231247872.0,0.0,0.0,48344580.0,143150.0,0.0
2,compile,5.555958475999432,2.1111199999999997,1.380710999999998,0.7304090000000016,122658816.0,0.0,0.0,7607200.0,76847.0,0.0
2,ptau,26.415509893997296,30.205465,25.274695,4.930769999999999,291979264.0,0.0,0.0,45692321.0,2233997.0,0.010000000000005116
2,zkey,27.972039144002338,19.126347000000006,13.948703000000009,5.177643999999997,229961728.0,0.0,0.0,49325528.0,1642376.0,0.0
4,compile,5.390191225002127,2.2868699999999933,1.627535999999992,0.6593340000000012,203591680.0,0.0,0.0,7605888.0,95016.0,0.0
4,ptau,28.225850229997377,48.680350000000004,43.767694000000006,4.912655999999998,329498624.0,0.0,0.0,48940657.0,3975509.0,0.0
4,zkey,27.654880807001973,21.511929000000002,16.755177000000003,4.756751999999999,236486656.0,0.0,0.0,53447480.0,4485134.0,0.0
8,compile,5.508554211997762,2.3541040000000066,1.5858790000000056,0.768225000000001,201678848.0,0.0,0.0,7801183.0,401310.0,0.0
8,ptau,31.9124275940012,88.49139299999999,83.49013,5.001263000000002,419098624.0,0.0,0.0,55384648.0,7220090.0,0.0
8,zkey,29.068706107998878,29.099017000000003,24.364214000000004,4.734802999999999,291397632.0,0.0,0.0,60272054.0,8058438.0,0.0
16,compile,5.6454572359980375,2.4078789999999657,1.7729559999999651,0.6349230000000006,181886976.0,0.0,0.0,8146526.0,647578.0,0.0
16,ptau,39.46032629599722,172.02979800000003,166.276292,5.753506000000002,487907328.0,0.0,0.0,69268570.0,15141791.0,0.0
16,zkey,31.644040940002014,45.46581900000003,40.43141000000003,5.034409000000004,350998528.0,0.0,0.0,71972694.0,13202400.0,0.0
32,compile,6.14336654500039,2.618754000000024,1.824337000000014,0.7944170000000099,238145536.0,0.0,0.0,9067894.0,1149290.0,0.0
32,ptau,55.38916008399792,355.196063,348.768937,6.427125999999987,625926144.0,0.0,0.0,99221522.0,29646007.0,0.0
32,zkey,36.21403596200071,78.06087299999997,72.63599899999997,5.424874000000003,448892928.0,0.0,0.0,97494376.0,27252482.0,0.010000000000005116
64,compile,6.94037949199992,3.438993999999866,2.5225659999998697,0.9164279999999962,211763200.0,0.0,0.0,10606773.0,4700930.0,0.0
64,ptau,87.15731382000195,728.9209810000001,721.4577780000001,7.463202999999993,848285696.0,0.0,0.0,153679004.0,59920987.0,0.10999999999999943
64,zkey,46.53484161199776,146.4887540000002,139.5703010000002,6.9184529999999995,526135296.0,0.0,0.0,257458511.0,69990865.0,0.0
