n,phase,prover,n_reps,ok,wall_s_mean,wall_s_min,wall_s_max,wall_s_stdev,cpu_total_s_mean,cpu_total_s_min,cpu_total_s_max,cpu_total_s_stdev,cpu_user_s_mean,cpu_user_s_min,cpu_user_s_max,cpu_user_s_stdev,cpu_sys_s_mean,cpu_sys_s_min,cpu_sys_s_max,cpu_sys_s_stdev,rss_peak_bytes_mean,rss_peak_bytes_min,rss_peak_bytes_max,rss_peak_bytes_stdev,io_read_bytes_mean,io_read_bytes_min,io_read_bytes_max,io_read_bytes_stdev,io_write_bytes_mean,io_write_bytes_min,io_write_bytes_max,io_write_bytes_stdev,io_rchar_bytes_mean,io_rchar_bytes_min,io_rchar_bytes_max,io_rchar_bytes_stdev,io_wchar_bytes_mean,io_wchar_bytes_min,io_wchar_bytes_max,io_wchar_bytes_stdev,sys_cpu_iowait_s_mean,sys_cpu_iowait_s_min,sys_cpu_iowait_s_max,sys_cpu_iowait_s_stdev,cpu_pct_of_core
1,env,,1,True,15.92072974704206,15.92072974704206,15.92072974704206,0.0,63.13752499999999,63.13752499999999,63.13752499999999,0.0,55.516524000000004,55.516524000000004,55.516524000000004,0.0,7.621001,7.621001,7.621001,0.0,448561152.0,448561152.0,448561152.0,0.0,0.0,0.0,0.0,0.0,929792.0,929792.0,929792.0,0.0,150150818.0,150150818.0,150150818.0,0.0,1918794.0,1918794.0,1918794.0,0.0,0.0,0.0,0.0,0.0,396.5743153936171
1,prove,rapidsnark,10,True,0.19157100487500428,0.18917979765683413,0.1934312330558896,0.001169054093440813,0.3226667999999995,0.2847169999999988,0.3483840000000029,0.015700136399408825,0.20408939999999945,0.16827999999999577,0.2412130000000019,0.02300845215219838,0.11857740000000003,0.076295,0.15594199999999958,0.02571116589032872,57213337.6,56872960.0,57667584.0,268089.0670099025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825220.8,1800574.0,1868440.0,25546.887062027734,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,168.4319608860079
1,prove,snarkjs,10,True,0.6462122273631394,0.6268220199272037,0.6625531241297722,0.010831118298497871,2.4029054999999997,2.322036999999998,2.460600999999997,0.03873943752624622,2.0808893,1.9946249999999992,2.149986999999996,0.050969463726920405,0.32201620000000003,0.2567149999999998,0.35373000000000054,0.02481290079696455,356513792.0,352985088.0,363683840.0,2996921.6106537054,0.0,0.0,0.0,0.0,5734.4,0.0,8192.0,3754.046009307824,6828764.5,6575394.0,7047676.0,137543.58257894113,17279.6,6561.0,20896.0,5509.889312862827,0.0,0.0,0.0,0.0,371.8446352841425
1,verify,rapidsnark,10,True,0.5884895508177579,0.5683893896639347,0.6227089911699295,0.015029035863209557,2.2134933000000006,2.156689000000009,2.263247999999992,0.03252403773841596,1.9002114000000006,1.8113460000000003,1.981859,0.05190311923034871,0.3132819000000001,0.26315500000000114,0.37085599999999985,0.040870592668690094,353610547.2,321708032.0,365568000.0,15382552.190975519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6487346.8,6386047.0,6591736.0,58767.625342189895,5300.2,2177.0,6969.0,1912.7770805820526,0.0,0.0,0.0,0.0,376.13128337183855
1,verify,snarkjs,10,True,0.5948274651542306,0.5754737230017781,0.6192477187141776,0.014591479634309582,2.2146093000000007,2.174876999999995,2.2426200000000005,0.021953820027732402,1.8844822000000008,1.8265200000000021,1.9229259999999897,0.026501106519538936,0.3301271,0.2911640000000002,0.3703279999999989,0.02633246404516641,360848588.8,354738176.0,364466176.0,3421932.250386638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6477775.0,6278788.0,6622125.0,104862.97313923537,4541.8,2137.0,6809.0,2071.5959451591907,0.0010000000002037268,0.0,0.010000000002037268,0.0030000000006111804,372.3112044642698
2,env,,1,True,16.918159626424313,16.918159626424313,16.918159626424313,0.0,75.35296899999997,75.35296899999997,75.35296899999997,0.0,67.524514,67.524514,67.524514,0.0,7.828455000000002,7.828455000000002,7.828455000000002,0.0,451342336.0,451342336.0,451342336.0,0.0,0.0,0.0,0.0,0.0,2043904.0,2043904.0,2043904.0,0.0,153586007.0,153586007.0,153586007.0,0.0,3611813.0,3611813.0,3611813.0,0.0,0.0,0.0,0.0,0.0,445.3969619857877
2,prove,rapidsnark,10,True,0.19371732166036965,0.19247045367956161,0.1951007293537259,0.000723405289079207,0.3408232000000012,0.31391699999999645,0.3913670000000167,0.01977616306972083,0.2055864000000014,0.17674599999998009,0.2508160000000146,0.02094349167259943,0.13523679999999985,0.09467200000000275,0.17482900000000257,0.02438973686122805,57226035.2,56872960.0,57618432.0,222897.6814005924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825463.4,1799550.0,1865831.0,21175.464298097457,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,175.93842258336687
2,prove,snarkjs,10,True,0.6633467840030789,0.6409872313961387,0.6850259471684694,0.012985188701775278,2.4820088,2.358315000000008,2.59481400000001,0.07945164282102549,2.1308572,1.9928830000000062,2.2877110000000016,0.09303822870712783,0.3511516,0.2823829999999994,0.41358100000000064,0.03531759275262146,355762995.2,348811264.0,365850624.0,4382180.13691808,0.0,0.0,0.0,0.0,7372.8,0.0,8192.0,2457.6,6920714.4,6698159.0,7095825.0,121065.6120194335,18442.6,6737.0,20073.0,3909.351843976185,0.0,0.0,0.0,0.0,374.1645938225397
2,verify,rapidsnark,10,True,0.5917869616299868,0.5552035123109818,0.6314825154840946,0.023222733581233477,2.2106553,2.1404910000000115,2.269699999999993,0.046333419487556184,1.8972162999999995,1.835281000000009,1.9626390000000242,0.04185083672772077,0.31343900000000036,0.29388900000000007,0.34448399999999424,0.01919829398670542,344951603.2,245809152.0,363102208.0,34762530.623694785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6547547.6,6494220.0,6616229.0,40979.88290905673,5057.8,2073.0,7281.0,2220.176425422088,0.0010000000002037268,0.0,0.010000000002037268,0.0030000000006111804,373.5559320048363
2,verify,snarkjs,10,True,0.5785240047611296,0.5608723536133766,0.5982896322384477,0.010757733282431159,2.1862562999999993,2.0968590000000233,2.242467999999999,0.0481724633707813,1.8660170999999992,1.7432710000000213,1.922255000000007,0.057815747762086506,0.32023919999999995,0.25675000000000026,0.36848699999999823,0.033360733381627324,342470656.0,268935168.0,365060096.0,30308221.84606151,0.0,0.0,0.0,0.0,819.2,0.0,4096.0,1638.4,6511253.4,6410076.0,6600010.0,57403.22704726626,6289.0,2569.0,7217.0,1318.0640348632535,0.0,0.0,0.0,0.0,377.90243481818806
4,env,,1,True,18.833662370219827,18.833662370219827,18.833662370219827,0.0,99.41269399999996,99.41269399999996,99.41269399999996,0.0,91.56025199999999,91.56025199999999,91.56025199999999,0.0,7.852441999999996,7.852441999999996,7.852441999999996,0.0,491888640.0,491888640.0,491888640.0,0.0,0.0,0.0,0.0,0.0,3620864.0,3620864.0,3620864.0,0.0,159219680.0,159219680.0,159219680.0,0.0,6593741.0,6593741.0,6593741.0,0.0,0.020000000004074536,0.020000000004074536,0.020000000004074536,0.0,527.8457904034287
4,prove,rapidsnark,10,True,0.19611996980383992,0.19374887458980083,0.19810800906270742,0.0012867548709700602,0.3518973999999986,0.3287990000000107,0.37134799999999046,0.01431665644066222,0.22840939999999818,0.17857900000001337,0.26743700000002946,0.02866941979252611,0.1234880000000004,0.06583599999999734,0.17748500000000433,0.03667560464123364,57272320.0,56913920.0,57618432.0,183957.83085479127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1823416.1,1748396.0,1867612.0,33710.07968086103,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,179.42966254378274
4,prove,snarkjs,10,True,0.6677151769399643,0.6517930012196302,0.6917540822178125,0.011684596210307093,2.521010000000004,2.46055299999999,2.5940829999999764,0.04308522493152013,2.1555236000000035,2.0916599999999903,2.2203780000000393,0.04389581647537954,0.3654864000000003,0.3415960000000027,0.41141599999999556,0.019191079032715223,362864230.4,352571392.0,411561984.0,16684542.491354153,0.0,0.0,0.0,0.0,7782.4,4096.0,8192.0,1228.8,7134940.0,7071729.0,7254511.0,55159.82827203145,19315.8,18002.0,19780.0,487.65660048849946,0.0010000000002037268,0.0,0.010000000002037268,0.0030000000006111804,377.5576903243991
4,verify,rapidsnark,10,True,0.5930411536246538,0.5660667475312948,0.6172048849985003,0.016665735130935274,2.209864800000003,2.137036000000009,2.2556319999999985,0.036007402338403,1.8925801000000035,1.7706870000000094,1.955961000000002,0.05414862654482052,0.31728469999999975,0.24843800000000016,0.3745850000000033,0.04096368149727247,350864588.8,292831232.0,366993408.0,22382732.378163505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6547901.9,6427520.0,6643257.0,66481.24346678542,4250.6,2449.0,7097.0,2139.1551229398956,0.0,0.0,0.0,0.0,372.63262195099963
4,verify,snarkjs,10,True,0.5817606945522129,0.567301083356142,0.5997867863625288,0.011695209918024425,2.230573499999997,2.1195129999999907,2.3564330000000098,0.05963623570993612,1.9227878999999972,1.7871989999999869,2.0475230000000124,0.07397388119256919,0.3077855999999997,0.25715600000000194,0.3638479999999973,0.03464991173206564,345264128.0,305958912.0,364679168.0,23970645.90139999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6464905.6,6292533.0,6637991.0,105041.22049100534,5480.2,2529.0,7033.0,1837.941283066464,0.0,0.0,0.0,0.0,383.4177043735985
8,env,,1,True,23.00241886358708,23.00241886358708,23.00241886358708,0.0,152.192786,152.192786,152.192786,0.0,144.52527299999997,144.52527299999997,144.52527299999997,0.0,7.667513,7.667513,7.667513,0.0,564039680.0,564039680.0,564039680.0,0.0,0.0,0.0,0.0,0.0,11071488.0,11071488.0,11071488.0,0.0,174167379.0,174167379.0,174167379.0,0.0,14085499.0,14085499.0,14085499.0,0.0,0.029999999998835847,0.029999999998835847,0.029999999998835847,0.0,661.6381820649384
