n,group,wall_s_sum,cpu_total_s_sum,cpu_user_s_sum,cpu_sys_s_sum,rss_peak_bytes_sum,io_read_bytes_sum,io_write_bytes_sum,io_rchar_bytes_sum,io_wchar_bytes_sum,sys_cpu_iowait_s_sum
1,compile,1.0414857119321823,2.789625999999998,2.454850999999998,0.33477500000000004,361107456.0,0.0,0.0,9679640.0,2514.0,0.0
1,ptau,7.7452558651566505,33.093718,29.514713,3.579005,448561152.0,0.0,724992.0,66858839.0,1195003.0,0.0
1,zkey,7.133988169953227,27.254181000000003,23.546960000000002,3.7072209999999997,378757120.0,0.0,204800.0,73612339.0,721277.0,0.0
2,compile,1.0560321602970362,2.959367000000004,2.5771660000000054,0.38220099999999846,227319808.0,0.0,4096.0,9846631.0,3814.0,0.0
2,ptau,8.463611141778529,43.01582899999999,39.35323799999999,3.6625910000000026,451342336.0,0.0,1531904.0,68521526.0,2163392.0,0.0
2,zkey,7.398516324348748,29.377773,25.59411,3.7836630000000007,391589888.0,0.0,507904.0,75217850.0,1444607.0,0.0
4,compile,1.1209381744265556,2.946399999999983,2.58286099999998,0.36353900000000294,316780544.0,0.0,4096.0,9983233.0,3438.0,0.010000000002037268
4,ptau,9.707882984541357,62.78347500000002,59.02523200000002,3.7582430000000002,491888640.0,0.0,2957312.0,71783557.0,3659626.0,0.010000000002037268
4,zkey,8.004841211251915,33.68281899999999,29.952158999999995,3.730659999999993,392560640.0,0.0,659456.0,77452890.0,2930677.0,0.0
8,compile,1.2690061517059803,3.2711810000000128,2.8446670000000154,0.4265139999999974,360640512.0,0.0,114688.0,10036697.0,116743.0,0.0
8,ptau,12.452078343369067,106.73355199999999,103.11446999999998,3.619081999999999,564039680.0,0.0,6889472.0,78299730.0,7675140.0,0.020000000004074536
8,zkey,9.281334368512034,42.188052999999975,38.56613599999997,3.6219170000000034,429981696.0,0.0,4067328.0,85830952.0,6293616.0,0.00999999999476131
16,compile,1.452083334326744,3.414885999999953,3.015551999999957,0.3993339999999961,382533632.0,0.0,483328.0,10474742.0,486072.0,0.0
16,ptau,17.42345023341477,197.167497,192.908365,4.259132000000008,699445248.0,0.0,15187968.0,94068155.0,16052397.0,0.0
