n,phase,prover,n_reps,ok,wall_s_mean,wall_s_min,wall_s_max,wall_s_stdev,cpu_total_s_mean,cpu_total_s_min,cpu_total_s_max,cpu_total_s_stdev,cpu_user_s_mean,cpu_user_s_min,cpu_user_s_max,cpu_user_s_stdev,cpu_sys_s_mean,cpu_sys_s_min,cpu_sys_s_max,cpu_sys_s_stdev,rss_peak_bytes_mean,rss_peak_bytes_min,rss_peak_bytes_max,rss_peak_bytes_stdev,io_read_bytes_mean,io_read_bytes_min,io_read_bytes_max,io_read_bytes_stdev,io_write_bytes_mean,io_write_bytes_min,io_write_bytes_max,io_write_bytes_stdev,io_rchar_bytes_mean,io_rchar_bytes_min,io_rchar_bytes_max,io_rchar_bytes_stdev,io_wchar_bytes_mean,io_wchar_bytes_min,io_wchar_bytes_max,io_wchar_bytes_stdev,sys_cpu_iowait_s_mean,sys_cpu_iowait_s_min,sys_cpu_iowait_s_max,sys_cpu_iowait_s_stdev,cpu_pct_of_core
1,env,,1,True,58.47133055699669,58.47133055699669,58.47133055699669,0.0,41.32992500000001,41.32992500000001,41.32992500000001,0.0,31.047522999999998,31.047522999999998,31.047522999999998,0.0,10.282402000000001,10.282402000000001,10.282402000000001,0.0,300994560.0,300994560.0,300994560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99772382.0,99772382.0,99772382.0,0.0,1502981.0,1502981.0,1502981.0,0.0,0.0,0.0,0.0,0.0,70.6840850144712
1,prove,rapidsnark,1,True,2.225091878999592,2.225091878999592,2.225091878999592,0.0,0.5669269999825435,0.5669269999825435,0.5669269999825435,0.0,0.16605000000000558,0.16605000000000558,0.16605000000000558,0.0,0.21965400000000024,0.21965400000000024,0.21965400000000024,0.0,66936832.0,66936832.0,66936832.0,0.0,131072.0,131072.0,131072.0,0.0,0.0,0.0,0.0,0.0,3068487.0,3068487.0,3068487.0,0.0,1156.0,1156.0,1156.0,0.0,0.0,0.0,0.0,0.0,25.47881304737113
1,prove,snarkjs,1,True,3.0732189279988233,3.0732189279988233,3.0732189279988233,0.0,1.5202629999999981,1.5202629999999981,1.5202629999999981,0.0,1.0371649999999981,1.0371649999999981,1.0371649999999981,0.0,0.483098,0.483098,0.483098,0.0,219512832.0,219512832.0,219512832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4490461.0,4490461.0,4490461.0,0.0,11132.0,11132.0,11132.0,0.0,0.0,0.0,0.0,0.0,49.46809959256441
1,verify,rapidsnark,1,True,2.298393606999525,2.298393606999525,2.298393606999525,0.0,1.3102999999999945,1.3102999999999945,1.3102999999999945,0.0,0.7986389999999943,0.7986389999999943,0.7986389999999943,0.0,0.5116610000000001,0.5116610000000001,0.5116610000000001,0.0,203227136.0,203227136.0,203227136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4174383.0,4174383.0,4174383.0,0.0,812.0,812.0,812.0,0.0,0.00999999999999801,0.00999999999999801,0.00999999999999801,0.0,57.00938237948488
1,verify,snarkjs,1,True,2.342713107000236,2.342713107000236,2.342713107000236,0.0,1.2597569999999987,1.2597569999999987,1.2597569999999987,0.0,0.8245199999999997,0.8245199999999997,0.8245199999999997,0.0,0.435236999999999,0.435236999999999,0.435236999999999,0.0,162914304.0,162914304.0,162914304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4289289.0,4289289.0,4289289.0,0.0,5892.0,5892.0,5892.0,0.0,0.0,0.0,0.0,0.0,53.77342177476756
2,env,,1,True,59.25784687400301,59.25784687400301,59.25784687400301,0.0,50.94581700000001,50.94581700000001,50.94581700000001,0.0,40.553784,40.553784,40.553784,0.0,10.392033,10.392033,10.392033,0.0,301723648.0,301723648.0,301723648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103109881.0,103109881.0,103109881.0,0.0,2705018.0,2705018.0,2705018.0,0.0,0.0,0.0,0.0,0.0,85.9731152708325
2,prove,rapidsnark,1,True,2.2333896620002633,2.2333896620002633,2.2333896620002633,0.0,0.5702240000207368,0.5702240000207368,0.5702240000207368,0.0,0.1958309999999983,0.1958309999999983,0.1958309999999983,0.0,0.19803399999999982,0.19803399999999982,0.19803399999999982,0.0,67432448.0,67432448.0,67432448.0,0.0,57344.0,57344.0,57344.0,0.0,0.0,0.0,0.0,0.0,3068487.0,3068487.0,3068487.0,0.0,1156.0,1156.0,1156.0,0.0,0.00999999999999801,0.00999999999999801,0.00999999999999801,0.0,25.531773954305585
2,prove,snarkjs,1,True,3.0313646779995906,3.0313646779995906,3.0313646779995906,0.0,1.558830000000004,1.558830000000004,1.558830000000004,0.0,1.067891000000003,1.067891000000003,1.067891000000003,0.0,0.4909390000000009,0.4909390000000009,0.4909390000000009,0.0,227180544.0,227180544.0,227180544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4559781.0,4559781.0,4559781.0,0.0,10444.0,10444.0,10444.0,0.0,0.0,0.0,0.0,0.0,51.42337414278647
2,verify,rapidsnark,1,True,2.3471497550017375,2.3471497550017375,2.3471497550017375,0.0,1.3837950000000028,1.3837950000000028,1.3837950000000028,0.0,0.9305760000000021,0.9305760000000021,0.9305760000000021,0.0,0.4532190000000007,0.4532190000000007,0.4532190000000007,0.0,169074688.0,169074688.0,169074688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4193846.0,4193846.0,4193846.0,0.0,5860.0,5860.0,5860.0,0.0,0.0,0.0,0.0,0.0,58.95640007848492
2,verify,snarkjs,1,True,2.3428882349999185,2.3428882349999185,2.3428882349999185,0.0,1.314116999999996,1.314116999999996,1.314116999999996,0.0,0.8794649999999962,0.8794649999999962,0.8794649999999962,0.0,0.4346519999999998,0.4346519999999998,0.4346519999999998,0.0,164384768.0,164384768.0,164384768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4211165.0,4211165.0,4211165.0,0.0,5884.0,5884.0,5884.0,0.0,0.0,0.0,0.0,0.0,56.08961538876146
