n,phase,prover,n_reps,ok,wall_s_mean,wall_s_min,wall_s_max,wall_s_stdev,cpu_total_s_mean,cpu_total_s_min,cpu_total_s_max,cpu_total_s_stdev,cpu_user_s_mean,cpu_user_s_min,cpu_user_s_max,cpu_user_s_stdev,cpu_sys_s_mean,cpu_sys_s_min,cpu_sys_s_max,cpu_sys_s_stdev,rss_peak_bytes_mean,rss_peak_bytes_min,rss_peak_bytes_max,rss_peak_bytes_stdev,io_read_bytes_mean,io_read_bytes_min,io_read_bytes_max,io_read_bytes_stdev,io_write_bytes_mean,io_write_bytes_min,io_write_bytes_max,io_write_bytes_stdev,io_rchar_bytes_mean,io_rchar_bytes_min,io_rchar_bytes_max,io_rchar_bytes_stdev,io_wchar_bytes_mean,io_wchar_bytes_min,io_wchar_bytes_max,io_wchar_bytes_stdev,sys_cpu_iowait_s_mean,sys_cpu_iowait_s_min,sys_cpu_iowait_s_max,sys_cpu_iowait_s_stdev,cpu_pct_of_core
1,env,,1,True,57.66315867999219,57.66315867999219,57.66315867999219,0.0,40.828063,40.828063,40.828063,0.0,30.464003,30.464003,30.464003,0.0,10.36406,10.36406,10.36406,0.0,300883968.0,300883968.0,300883968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99590595.0,99590595.0,99590595.0,0.0,1624097.0,1624097.0,1624097.0,0.0,0.00999999999999801,0.00999999999999801,0.00999999999999801,0.0,70.80441643264751
1,prove,rapidsnark,50,True,2.171733136600196,2.108685952000087,2.242435227999522,0.027164096196773006,0.5189401200046801,0.4677470000151587,0.7701549999942046,0.04534160041135095,0.1680405399999998,0.13140100000001098,0.2152849999999944,0.020635534312647245,0.20890298000000002,0.1585269999999923,0.24328200000000066,0.019912802582752288,67486269.44,66666496.0,69787648.0,527756.8509069365,9420.8,0.0,221184.0,38963.70459594416,1310.72,0.0,65536.0,9175.04,3078890.74,3055044.0,3122410.0,21934.06724874345,1527.28,1148.0,6928.0,1330.5904109078797,0.0021999999999999884,0.0,0.010000000000005116,0.004142463035441574,23.895206609826396
1,prove,snarkjs,50,True,3.057706833120028,3.0120595279986446,3.1194006589994387,0.022140858668304002,1.52652558,1.4382550000000016,1.6579130000000006,0.050669976830502436,1.0214340199999998,0.9110300000000002,1.1437030000000021,0.054163541442372905,0.50509156,0.43013400000000246,0.6370909999999981,0.03826167542236446,218740162.56,217600000.0,221970432.0,980263.6883026151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4504892.44,4457695.0,4571535.0,28919.142568312775,11761.22,11092.0,12492.0,567.9595158107662,0.00020000000000010233,0.0,0.010000000000005116,0.0014000000000007162,49.92386985780325
1,verify,rapidsnark,50,True,2.3289609468599157,2.2852649529995688,2.391504351000549,0.02385205905073279,1.3315972,1.2566170000000056,1.5544290000000274,0.053587573375553706,0.91902872,0.8078059999999994,1.0342739999999822,0.05280101061420614,0.4125684799999999,0.32988900000000854,0.5281520000000057,0.04256227592516192,187100037.12,140337152.0,216768512.0,22807817.983416814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4161808.9,3890653.0,4285972.0,70872.16138661216,2571.36,340.0,6084.0,2398.0871523779115,0.0,0.0,0.0,0.0,57.17559162146372
1,verify,snarkjs,50,True,2.3096350400601295,2.2425366299994494,2.4888145420009096,0.039058298268257144,1.3483057600000001,1.2418170000000046,1.4992719999999977,0.051062469954578124,0.9144309800000002,0.818160000000006,1.0312839999999994,0.05246719499019752,0.43387478,0.3733310000000003,0.5212470000000025,0.03287060664988747,195670999.04,135528448.0,215523328.0,19299467.82024699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4168113.34,4038440.0,4288423.0,58440.08137797551,1468.64,412.0,6156.0,1462.1503856990907,0.0,0.0,0.0,0.0,58.3774378468426
2,env,,1,True,59.04811826300647,59.04811826300647,59.04811826300647,0.0,50.208729000000005,50.208729000000005,50.208729000000005,0.0,39.958382,39.958382,39.958382,0.0,10.250347000000005,10.250347000000005,10.250347000000005,0.0,301871104.0,301871104.0,301871104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102508065.0,102508065.0,102508065.0,0.0,3900651.0,3900651.0,3900651.0,0.0,0.00999999999999801,0.00999999999999801,0.00999999999999801,0.0,85.03019313226054
2,prove,rapidsnark,50,True,2.1767957797801865,2.1263137700007064,2.2237408790006157,0.02056254127503939,0.5417035800017476,0.46997600001512296,0.6407000000079108,0.0329599141142255,0.16730711999999925,0.13052799999996978,0.21205100000003085,0.021571107750544223,0.21009417999999982,0.1582819999999856,0.24758600000001252,0.021651651464671153,67483566.08,66777088.0,69005312.0,482004.52681973187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3082905.84,3054946.0,3124614.0,24030.10441871612,1206.56,1148.0,1508.0,91.13597752808711,0.004200000000000017,0.0,0.010000000000005116,0.004935585071701247,24.885365225048766
2,prove,snarkjs,50,True,3.0643545380798605,3.0137622130005184,3.135250716999508,0.030887756345553834,1.5704505999999996,1.4950490000000087,1.6781490000000048,0.04177027328519611,1.0424976999999995,0.9264059999999859,1.1464070000000106,0.048035595115396144,0.5279529,0.4508560000000017,0.6325210000000112,0.04231953193325843,228197580.8,225222656.0,231284736.0,1029823.1102600096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4587364.7,4542243.0,4640050.0,26252.429138843512,10809.06,10396.0,12019.0,549.4592399805467,0.0,0.0,0.0,0.0,51.24898507938482
2,verify,rapidsnark,50,True,2.32390278253999,2.280921118999686,2.392083863998778,0.02576859370174832,1.3639362000000006,1.2631350000000054,1.5262690000000134,0.05188638650128136,0.9238651000000004,0.820824000000016,1.0629150000000323,0.05029082697679631,0.4400711000000001,0.34294899999997597,0.5354790000000094,0.03632612103886115,185637437.44,137908224.0,216121344.0,22450055.963338863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4144256.32,3890983.0,4248630.0,66176.4840418226,1985.92,292.0,6148.0,2211.281509351534,0.00019999999999996022,0.0,0.00999999999999801,0.0013999999999997216,58.6916204174961
2,verify,snarkjs,50,True,2.3203727132400673,2.2752364770003624,2.3699262560003262,0.027654121239278504,1.3256818000000008,1.2276319999999714,1.4975159999999903,0.0466772497291714,0.9172151000000008,0.8192450000000235,1.0668699999999944,0.04899073778960697,0.4084666999999999,0.3222729999999956,0.5017249999999933,0.03775309832331725,188351692.8,133574656.0,215777280.0,25263955.636039782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4174641.6,4045611.0,4302105.0,67185.89462856024,2497.92,292.0,6156.0,2316.127974357203,0.0,0.0,0.0,0.0,57.13227846697424
