size,phase,step,group,rep,prover,cmd,ok,returncode,scope,wall_s,cpu_user_s,cpu_sys_s,cpu_total_s,cpu_pct_of_core,cpu_pct_of_machine,rss_peak_bytes,rss_mean_bytes,io_read_bytes,io_write_bytes,io_rchar_bytes,io_wchar_bytes,io_read_mb_per_s,io_write_mb_per_s,sys_cpu_busy_s,sys_cpu_iowait_s,sys_mem_used_peak_bytes,sys_mem_used_delta_bytes,sys_read_bytes,sys_write_bytes,n_samples,samples_file,log_file
1,env,ptau_new,ptau,1,,snarkjs powersoftau new bn128 8 pot8_0000.ptau -v,True,0,process,2.4832732809991285,1.000993,0.5042420000000001,1.505235,60.61495573271657,3.7884347332947854,300883968.0,82784597.33333333,0.0,0.0,4236258.0,108546.0,0.0,0.0,2.1200000000062573,0.00999999999999801,1252085760.0,221184.0,0.0,40960.0,26,raw/samples/n1_ptau_new_r1.csv,logs/n1_ptau_new_r1.log
1,env,ptau_contribute_1,ptau,1,,"snarkjs powersoftau contribute pot8_0000.ptau pot8_0001.ptau --name=""First contribution"" -v -e=""some random text""",True,0,process,2.5221728309988976,1.6175950000000001,0.540914,2.158509,85.58132787217164,5.348832992010728,263983104.0,83711658.66666667,0.0,0.0,4257217.0,2167.0,0.0,0.0,3.070000000006985,0.0,1231962112.0,35004416.0,0.0,0.0,27,raw/samples/n1_ptau_contribute_1_r1.csv,logs/n1_ptau_contribute_1_r1.log
1,env,ptau_contribute_2,ptau,1,,"snarkjs powersoftau contribute pot8_0001.ptau pot8_0002.ptau --name=""Second contribution"" -v -e=""some random text""",True,0,process,2.4158747689998563,1.5421210000000003,0.4396509999999998,1.981772,82.03123876410325,5.126952422756453,214593536.0,71929856.0,0.0,0.0,4257237.0,1881.0,0.0,0.0,2.9899999999906868,0.0,1162645504.0,-11644928.0,0.0,0.0,25,raw/samples/n1_ptau_contribute_2_r1.csv,logs/n1_ptau_contribute_2_r1.log
1,env,ptau_export_challenge,ptau,1,,snarkjs powersoftau export challenge pot8_0002.ptau challenge_0003,True,0,process,2.297591315000318,0.9627459999999992,0.40367200000000025,1.3664179999999995,59.47176032042976,3.71698502002686,204066816.0,70217355.63636364,0.0,0.0,4192076.0,1244.0,0.0,0.0,1.9400000000023283,0.0,1150132224.0,-11943936.0,0.0,0.0,24,raw/samples/n1_ptau_export_challenge_r1.csv,logs/n1_ptau_export_challenge_r1.log
1,env,ptau_challenge_contribute,ptau,1,,"snarkjs powersoftau challenge contribute bn128 challenge_0003 response_0003 -e=""some random text""",True,0,process,2.399830923999616,1.5582920000000007,0.4443790000000001,2.0026710000000008,83.45050394893241,5.2156564968082755,216358912.0,75785794.7826087,0.0,0.0,4381372.0,19694.0,0.0,0.0,2.6499999999941792,0.0,1163726848.0,25636864.0,4096.0,53248.0,25,raw/samples/n1_ptau_challenge_contribute_r1.csv,logs/n1_ptau_challenge_contribute_r1.log
1,env,ptau_import_response,ptau,1,,"snarkjs powersoftau import response pot8_0002.ptau response_0003 pot8_0003.ptau -n=""Third contribution""",True,0,process,2.3200650159997167,1.108009,0.39073999999999964,1.4987489999999997,64.59943965640068,4.037464978525042,202878976.0,70141579.63636364,0.0,0.0,4185068.0,1044.0,0.0,0.0,2.029999999998836,0.0,1149698048.0,28368896.0,0.0,0.0,25,raw/samples/n1_ptau_import_response_r1.csv,logs/n1_ptau_import_response_r1.log
1,env,ptau_verify,ptau,1,,snarkjs powersoftau verify pot8_0003.ptau,True,0,process,2.586665348999304,1.1600129999999993,0.5616220000000003,1.7216349999999996,66.55808802889959,4.159880501806224,254464000.0,88827166.72,0.0,0.0,4348386.0,5959.0,0.0,0.0,2.6499999999941792,0.0,1211162624.0,-7921664.0,0.0,24576.0,27,raw/samples/n1_ptau_verify_r1.csv,logs/n1_ptau_verify_r1.log
1,env,ptau_beacon,ptau,1,,"snarkjs powersoftau beacon pot8_0003.ptau pot8_beacon.ptau 0102030405060708090a0b0c0d0e0f101112131015161718191a1b1c1d1e1f 10 -n=""Final Beacon""",True,0,process,2.3767387490006513,1.3970730000000007,0.46354700000000015,1.8606200000000008,78.28458221511879,4.892786388444924,216547328.0,76207682.7826087,0.0,0.0,4380280.0,85004.0,0.0,0.0,2.540000000008149,0.0,1168732160.0,-5177344.0,0.0,0.0,25,raw/samples/n1_ptau_beacon_r1.csv,logs/n1_ptau_beacon_r1.log
1,env,ptau_prepare_phase2,ptau,1,,snarkjs powersoftau prepare phase2 pot8_beacon.ptau pot8_final.ptau -v,True,0,process,3.0683313659992564,4.810257999999999,0.45671899999999965,5.266976999999999,171.65606877941343,10.72850429871334,227028992.0,109649100.8,0.0,0.0,4413183.0,599510.0,0.0,0.0,5.970000000001164,0.0,1177022464.0,2797568.0,0.0,0.0,32,raw/samples/n1_ptau_prepare_phase2_r1.csv,logs/n1_ptau_prepare_phase2_r1.log
1,env,ptau_verify_final,ptau,1,,snarkjs powersoftau verify pot8_final.ptau,True,0,process,2.9465935959997296,2.2421830000000007,0.8285150000000003,3.070698000000001,104.21179236148326,6.513237022592704,270958592.0,108651767.1724138,0.0,0.0,4800335.0,131140.0,0.0,0.0,3.6600000000034925,0.0,1221242880.0,27955200.0,0.0,0.0,31,raw/samples/n1_ptau_verify_final_r1.csv,logs/n1_ptau_verify_final_r1.log
