n,group,wall_s_sum,cpu_total_s_sum,cpu_user_s_sum,cpu_sys_s_sum,rss_peak_bytes_sum,io_read_bytes_sum,io_write_bytes_sum,io_rchar_bytes_sum,io_wchar_bytes_sum,sys_cpu_iowait_s_sum
1,compile,5.87324027599999,2.042715999999997,1.3044059999999966,0.7383100000000002,130232320.0,6012928.0,0.0,7534762.0,2738.0,0.030000000000001137
1,ptau,30.042316216000025,27.945060000000005,21.066743000000002,6.878317,311050240.0,47710208.0,0.0,43486775.0,1158857.0,0.1999999999999993
1,zkey,28.587974190999972,18.404851,13.26266,5.142191,229425152.0,0.0,0.0,48563129.0,306356.0,0.0
2,compile,5.572531940999966,2.218119999999992,1.424016999999992,0.7941029999999998,209145856.0,0.0,0.0,7506934.0,93042.0,0.0
2,ptau,27.97510678699996,33.62409600000001,28.127542000000005,5.496554,313765888.0,0.0,0.0,45462413.0,1984536.0,0.0
2,zkey,28.67109371600006,19.81676600000001,14.913289000000006,4.903477000000002,231014400.0,0.0,0.0,49483167.0,743041.0,0.0
4,compile,5.8911577170000555,2.210930999999988,1.5099559999999883,0.7009749999999997,126484480.0,0.0,0.0,7734604.0,150991.0,0.0
4,ptau,29.260655516999975,51.018798000000004,45.948679,5.070119000000005,326287360.0,0.0,0.0,49063245.0,3962322.0,0.019999999999999574
4,zkey,27.781835677000004,21.612110000000023,16.965060000000022,4.64705,245653504.0,0.0,0.0,53200814.0,4492914.0,0.0
8,compile,5.840862665000145,2.530883000000017,1.7682550000000106,0.7626280000000065,173309952.0,0.0,0.0,7916527.0,103293.0,0.0
8,ptau,33.40506468000001,92.32041900000002,86.46176100000002,5.858657999999991,385048576.0,0.0,0.0,55640175.0,7226742.0,0.0
8,zkey,30.9677550680002,30.757311999999985,25.43194299999999,5.325368999999995,263254016.0,0.0,0.0,59512061.0,5443955.0,0.0
16,compile,6.767220615999804,2.7341659999999877,1.8679329999999936,0.866232999999994,227217408.0,0.0,0.0,8577503.0,1425248.0,0.0
16,ptau,45.13797233800017,199.70670499999994,192.53973399999995,7.166971000000004,484253696.0,0.0,0.0,69976379.0,14986059.0,0.0
16,zkey,33.45826284400016,49.875590000000045,44.44067800000005,5.434911999999997,296325120.0,0.0,0.0,71174745.0,15357694.0,0.0
32,compile,6.221902520999947,2.8765339999999355,2.089452999999935,0.7870810000000006,248344576.0,0.0,0.0,9063605.0,1232252.0,0.0
32,ptau,58.922485202999724,368.610689,361.359961,7.250727999999995,628617216.0,0.0,0.0,96987486.0,29561933.0,0.0
32,zkey,37.973821268000165,81.20998800000005,74.95846700000004,6.251521000000011,371593216.0,0.0,0.0,97042241.0,31764801.0,0.0
64,compile,7.307600721000199,3.5876509999999087,2.5913579999999,0.9962930000000085,255475712.0,0.0,0.0,10648830.0,4523412.0,0.0
64,ptau,93.80052831100033,772.9773799999999,763.892339,9.08504099999999,852643840.0,0.0,0.0,154821248.0,60480479.0,0.0
64,zkey,52.76316395400022,167.24026000000018,158.94044900000017,8.299811000000005,572104704.0,0.0,0.0,257774382.0,69298181.0,0.0
